lambdacoll,Tcoll,lambda22deg,T22deg,lambda3deg,T3deg
650.8632928,1e-11,650.8632928,6e-11,650.8632928,1e-11
650.8701939,1e-11,650.8701939,6e-11,650.8701939,1e-11
650.877095,1e-11,650.877095,6e-11,650.877095,1e-11
650.8839961,1e-11,650.8839961,6e-11,650.8839961,1e-11
650.8908971,1e-11,650.8908971,6e-11,650.8908971,1e-11
650.8977982,1e-11,650.8977982,6e-11,650.8977982,1e-11
650.9046993,1e-11,650.9046993,6e-11,650.9046993,1e-11
650.9116004,1e-11,650.9116004,6e-11,650.9116004,1e-11
650.9185015,1e-11,650.9185015,6e-11,650.9185015,1e-11
650.9254026,1e-11,650.9254026,6e-11,650.9254026,1e-11
650.9323036,1e-11,650.9323036,6e-11,650.9323036,1e-11
650.9392047,1e-11,650.9392047,6e-11,650.9392047,1e-11
650.9461058,1e-11,650.9461058,6e-11,650.9461058,1e-11
650.9530069,1e-11,650.9530069,6e-11,650.9530069,1e-11
650.959908,1e-11,650.959908,6e-11,650.959908,1e-11
650.9668091,1e-11,650.9668091,7e-11,650.9668091,1e-11
650.9737102,1e-11,650.9737102,7e-11,650.9737102,1e-11
650.9806112,1e-11,650.9806112,7e-11,650.9806112,1e-11
650.9875123,1e-11,650.9875123,7e-11,650.9875123,1e-11
650.9944134,1e-11,650.9944134,7e-11,650.9944134,1e-11
651.0013145,1e-11,651.0013145,7e-11,651.0013145,1e-11
651.0082156,1e-11,651.0082156,7e-11,651.0082156,1e-11
651.0151167,1e-11,651.0151167,7e-11,651.0151167,1e-11
651.0220177,1e-11,651.0220177,7e-11,651.0220177,1e-11
651.0289188,1e-11,651.0289188,7e-11,651.0289188,1e-11
651.0358199,1e-11,651.0358199,7e-11,651.0358199,1e-11
651.042721,1e-11,651.042721,7e-11,651.042721,1e-11
651.0496221,1e-11,651.0496221,7e-11,651.0496221,1e-11
651.0565232,1e-11,651.0565232,7e-11,651.0565232,1e-11
651.0634243,1e-11,651.0634243,7e-11,651.0634243,1e-11
651.0703253,1e-11,651.0703253,7e-11,651.0703253,1e-11
651.0772264,1e-11,651.0772264,7e-11,651.0772264,1e-11
651.0841275,1e-11,651.0841275,8e-11,651.0841275,1e-11
651.0910286,1e-11,651.0910286,8e-11,651.0910286,1e-11
651.0979297,1e-11,651.0979297,8e-11,651.0979297,1e-11
651.1048308,1e-11,651.1048308,8e-11,651.1048308,1e-11
651.1117318,1e-11,651.1117318,8e-11,651.1117318,1e-11
651.1186329,1e-11,651.1186329,8e-11,651.1186329,1e-11
651.125534,1e-11,651.125534,8e-11,651.125534,1e-11
651.1324351,1e-11,651.1324351,8e-11,651.1324351,1e-11
651.1393362,1e-11,651.1393362,8e-11,651.1393362,1e-11
651.1462373,1e-11,651.1462373,8e-11,651.1462373,1e-11
651.1531384,1e-11,651.1531384,8e-11,651.1531384,1e-11
651.1600394,1e-11,651.1600394,8e-11,651.1600394,1e-11
651.1669405,1e-11,651.1669405,8e-11,651.1669405,2e-11
651.1738416,1e-11,651.1738416,8e-11,651.1738416,2e-11
651.1807427,2e-11,651.1807427,8e-11,651.1807427,2e-11
651.1876438,2e-11,651.1876438,9e-11,651.1876438,2e-11
651.1945449,2e-11,651.1945449,9e-11,651.1945449,2e-11
651.2014459,2e-11,651.2014459,9e-11,651.2014459,2e-11
651.208347,2e-11,651.208347,9e-11,651.208347,2e-11
651.2152481,2e-11,651.2152481,9e-11,651.2152481,2e-11
651.2221492,2e-11,651.2221492,9e-11,651.2221492,2e-11
651.2290503,2e-11,651.2290503,9e-11,651.2290503,2e-11
651.2359514,2e-11,651.2359514,9e-11,651.2359514,2e-11
651.2428524,2e-11,651.2428524,9e-11,651.2428524,2e-11
651.2497535,2e-11,651.2497535,9e-11,651.2497535,2e-11
651.2566546,2e-11,651.2566546,9e-11,651.2566546,2e-11
651.2635557,2e-11,651.2635557,9e-11,651.2635557,2e-11
651.2704568,2e-11,651.2704568,9e-11,651.2704568,2e-11
651.2773579,2e-11,651.2773579,1e-10,651.2773579,2e-11
651.284259,2e-11,651.284259,1e-10,651.284259,2e-11
651.29116,2e-11,651.29116,1e-10,651.29116,2e-11
651.2980611,2e-11,651.2980611,1e-10,651.2980611,2e-11
651.3049622,2e-11,651.3049622,1e-10,651.3049622,2e-11
651.3118633,2e-11,651.3118633,1e-10,651.3118633,2e-11
651.3187644,2e-11,651.3187644,1e-10,651.3187644,2e-11
651.3256655,2e-11,651.3256655,1e-10,651.3256655,2e-11
651.3325665,2e-11,651.3325665,1e-10,651.3325665,2e-11
651.3394676,2e-11,651.3394676,1e-10,651.3394676,2e-11
651.3463687,2e-11,651.3463687,1e-10,651.3463687,2e-11
651.3532698,2e-11,651.3532698,1.1e-10,651.3532698,2e-11
651.3601709,2e-11,651.3601709,1.1e-10,651.3601709,2e-11
651.367072,2e-11,651.367072,1.1e-10,651.367072,2e-11
651.3739731,2e-11,651.3739731,1.1e-10,651.3739731,2e-11
651.3808741,2e-11,651.3808741,1.1e-10,651.3808741,2e-11
651.3877752,2e-11,651.3877752,1.1e-10,651.3877752,2e-11
651.3946763,2e-11,651.3946763,1.1e-10,651.3946763,2e-11
651.4015774,2e-11,651.4015774,1.1e-10,651.4015774,2e-11
651.4084785,2e-11,651.4084785,1.1e-10,651.4084785,2e-11
651.4153796,2e-11,651.4153796,1.1e-10,651.4153796,2e-11
651.4222806,2e-11,651.4222806,1.2e-10,651.4222806,2e-11
651.4291817,2e-11,651.4291817,1.2e-10,651.4291817,2e-11
651.4360828,2e-11,651.4360828,1.2e-10,651.4360828,2e-11
651.4429839,2e-11,651.4429839,1.2e-10,651.4429839,2e-11
651.449885,2e-11,651.449885,1.2e-10,651.449885,2e-11
651.4567861,2e-11,651.4567861,1.2e-10,651.4567861,2e-11
651.4636872,2e-11,651.4636872,1.2e-10,651.4636872,2e-11
651.4705882,2e-11,651.4705882,1.2e-10,651.4705882,2e-11
651.4774893,2e-11,651.4774893,1.2e-10,651.4774893,2e-11
651.4843904,2e-11,651.4843904,1.2e-10,651.4843904,2e-11
651.4912915,2e-11,651.4912915,1.3e-10,651.4912915,2e-11
651.4981926,2e-11,651.4981926,1.3e-10,651.4981926,2e-11
651.5050937,2e-11,651.5050937,1.3e-10,651.5050937,2e-11
651.5119947,2e-11,651.5119947,1.3e-10,651.5119947,2e-11
651.5188958,2e-11,651.5188958,1.3e-10,651.5188958,2e-11
651.5257969,2e-11,651.5257969,1.3e-10,651.5257969,2e-11
651.532698,2e-11,651.532698,1.3e-10,651.532698,2e-11
651.5395991,2e-11,651.5395991,1.3e-10,651.5395991,2e-11
651.5465002,2e-11,651.5465002,1.4e-10,651.5465002,2e-11
651.5534012,2e-11,651.5534012,1.4e-10,651.5534012,2e-11
651.5603023,2e-11,651.5603023,1.4e-10,651.5603023,2e-11
651.5672034,2e-11,651.5672034,1.4e-10,651.5672034,2e-11
651.5741045,2e-11,651.5741045,1.4e-10,651.5741045,2e-11
651.5810056,2e-11,651.5810056,1.4e-10,651.5810056,2e-11
651.5879067,2e-11,651.5879067,1.4e-10,651.5879067,2e-11
651.5948078,2e-11,651.5948078,1.4e-10,651.5948078,2e-11
651.6017088,2e-11,651.6017088,1.5e-10,651.6017088,2e-11
651.6086099,2e-11,651.6086099,1.5e-10,651.6086099,2e-11
651.615511,2e-11,651.615511,1.5e-10,651.615511,2e-11
651.6224121,2e-11,651.6224121,1.5e-10,651.6224121,2e-11
651.6293132,2e-11,651.6293132,1.5e-10,651.6293132,2e-11
651.6362143,2e-11,651.6362143,1.5e-10,651.6362143,2e-11
651.6431153,2e-11,651.6431153,1.5e-10,651.6431153,2e-11
651.6500164,2e-11,651.6500164,1.6e-10,651.6500164,2e-11
651.6569175,2e-11,651.6569175,1.6e-10,651.6569175,2e-11
651.6638186,2e-11,651.6638186,1.6e-10,651.6638186,2e-11
651.6707197,2e-11,651.6707197,1.6e-10,651.6707197,2e-11
651.6776208,2e-11,651.6776208,1.6e-10,651.6776208,2e-11
651.6845219,2e-11,651.6845219,1.6e-10,651.6845219,2e-11
651.6914229,2e-11,651.6914229,1.6e-10,651.6914229,2e-11
651.698324,2e-11,651.698324,1.7e-10,651.698324,2e-11
651.7052251,2e-11,651.7052251,1.7e-10,651.7052251,2e-11
651.7121262,2e-11,651.7121262,1.7e-10,651.7121262,2e-11
651.7190273,2e-11,651.7190273,1.7e-10,651.7190273,3e-11
651.7259284,2e-11,651.7259284,1.7e-10,651.7259284,3e-11
651.7328294,2e-11,651.7328294,1.7e-10,651.7328294,3e-11
651.7397305,3e-11,651.7397305,1.8e-10,651.7397305,3e-11
651.7466316,3e-11,651.7466316,1.8e-10,651.7466316,3e-11
651.7535327,3e-11,651.7535327,1.8e-10,651.7535327,3e-11
651.7604338,3e-11,651.7604338,1.8e-10,651.7604338,3e-11
651.7673349,3e-11,651.7673349,1.8e-10,651.7673349,3e-11
651.774236,3e-11,651.774236,1.8e-10,651.774236,3e-11
651.781137,3e-11,651.781137,1.9e-10,651.781137,3e-11
651.7880381,3e-11,651.7880381,1.9e-10,651.7880381,3e-11
651.7949392,3e-11,651.7949392,1.9e-10,651.7949392,3e-11
651.8018403,3e-11,651.8018403,1.9e-10,651.8018403,3e-11
651.8087414,3e-11,651.8087414,1.9e-10,651.8087414,3e-11
651.8156425,3e-11,651.8156425,2e-10,651.8156425,3e-11
651.8225435,3e-11,651.8225435,2e-10,651.8225435,3e-11
651.8294446,3e-11,651.8294446,2e-10,651.8294446,3e-11
651.8363457,3e-11,651.8363457,2e-10,651.8363457,3e-11
651.8432468,3e-11,651.8432468,2e-10,651.8432468,3e-11
651.8501479,3e-11,651.8501479,2.1e-10,651.8501479,3e-11
651.857049,3e-11,651.857049,2.1e-10,651.857049,3e-11
651.86395,3e-11,651.86395,2.1e-10,651.86395,3e-11
651.8708511,3e-11,651.8708511,2.1e-10,651.8708511,3e-11
651.8777522,3e-11,651.8777522,2.1e-10,651.8777522,3e-11
651.8846533,3e-11,651.8846533,2.2e-10,651.8846533,3e-11
651.8915544,3e-11,651.8915544,2.2e-10,651.8915544,3e-11
651.8984555,3e-11,651.8984555,2.2e-10,651.8984555,3e-11
651.9053566,3e-11,651.9053566,2.2e-10,651.9053566,3e-11
651.9122576,3e-11,651.9122576,2.2e-10,651.9122576,3e-11
651.9191587,3e-11,651.9191587,2.3e-10,651.9191587,3e-11
651.9260598,3e-11,651.9260598,2.3e-10,651.9260598,3e-11
651.9329609,3e-11,651.9329609,2.3e-10,651.9329609,3e-11
651.939862,3e-11,651.939862,2.3e-10,651.939862,3e-11
651.9467631,3e-11,651.9467631,2.4e-10,651.9467631,3e-11
