lambdacoll,Tcoll,lambda22deg,T22deg,lambda3deg,T3deg
651.2773579,2.4e-10,651.2773579,0.0383,651.2773579,3e-10
651.284259,2.4e-10,651.284259,0.0385,651.284259,3.1e-10
651.29116,2.5e-10,651.29116,0.0388,651.29116,3.1e-10
651.2980611,2.5e-10,651.2980611,0.039,651.2980611,3.1e-10
651.3049622,2.5e-10,651.3049622,0.0393,651.3049622,3.2e-10
651.3118633,2.5e-10,651.3118633,0.0395,651.3118633,3.2e-10
651.3187644,2.6e-10,651.3187644,0.0398,651.3187644,3.2e-10
651.3256655,2.6e-10,651.3256655,0.04,651.3256655,3.2e-10
651.3325665,2.6e-10,651.3325665,0.0402,651.3325665,3.3e-10
651.3394676,2.6e-10,651.3394676,0.0405,651.3394676,3.3e-10
651.3463687,2.7e-10,651.3463687,0.0407,651.3463687,3.3e-10
651.3532698,2.7e-10,651.3532698,0.0408,651.3532698,3.4e-10
651.3601709,2.7e-10,651.3601709,0.041,651.3601709,3.4e-10
651.367072,2.7e-10,651.367072,0.0412,651.367072,3.4e-10
651.3739731,2.8e-10,651.3739731,0.0414,651.3739731,3.5e-10
651.3808741,2.8e-10,651.3808741,0.0415,651.3808741,3.5e-10
651.3877752,2.8e-10,651.3877752,0.0417,651.3877752,3.5e-10
651.3946763,2.8e-10,651.3946763,0.0419,651.3946763,3.6e-10
651.4015774,2.9e-10,651.4015774,0.0421,651.4015774,3.6e-10
651.4084785,2.9e-10,651.4084785,0.0423,651.4084785,3.6e-10
651.4153796,2.9e-10,651.4153796,0.0425,651.4153796,3.7e-10
651.4222806,2.9e-10,651.4222806,0.0427,651.4222806,3.7e-10
651.4291817,3e-10,651.4291817,0.0429,651.4291817,3.7e-10
651.4360828,3e-10,651.4360828,0.0431,651.4360828,3.8e-10
651.4429839,3e-10,651.4429839,0.0433,651.4429839,3.8e-10
651.449885,3e-10,651.449885,0.0434,651.449885,3.9e-10
651.4567861,3.1e-10,651.4567861,0.0436,651.4567861,3.9e-10
651.4636872,3.1e-10,651.4636872,0.0438,651.4636872,3.9e-10
651.4705882,3.1e-10,651.4705882,0.0439,651.4705882,4e-10
651.4774893,3.2e-10,651.4774893,0.0439,651.4774893,4e-10
651.4843904,3.2e-10,651.4843904,0.044,651.4843904,4.1e-10
651.4912915,3.2e-10,651.4912915,0.044,651.4912915,4.1e-10
651.4981926,3.2e-10,651.4981926,0.0439,651.4981926,4.1e-10
651.5050937,3.3e-10,651.5050937,0.0438,651.5050937,4.2e-10
651.5119947,3.3e-10,651.5119947,0.0436,651.5119947,4.2e-10
651.5188958,3.3e-10,651.5188958,0.0433,651.5188958,4.3e-10
651.5257969,3.4e-10,651.5257969,0.043,651.5257969,4.3e-10
651.532698,3.4e-10,651.532698,0.0427,651.532698,4.3e-10
651.5395991,3.4e-10,651.5395991,0.0424,651.5395991,4.4e-10
651.5465002,3.5e-10,651.5465002,0.042,651.5465002,4.4e-10
651.5534012,3.5e-10,651.5534012,0.0416,651.5534012,4.5e-10
651.5603023,3.5e-10,651.5603023,0.0412,651.5603023,4.5e-10
651.5672034,3.6e-10,651.5672034,0.0408,651.5672034,4.6e-10
651.5741045,3.6e-10,651.5741045,0.0404,651.5741045,4.6e-10
651.5810056,3.6e-10,651.5810056,0.04,651.5810056,4.7e-10
651.5879067,3.7e-10,651.5879067,0.0397,651.5879067,4.7e-10
651.5948078,3.7e-10,651.5948078,0.0395,651.5948078,4.8e-10
651.6017088,3.7e-10,651.6017088,0.0392,651.6017088,4.8e-10
651.6086099,3.8e-10,651.6086099,0.039,651.6086099,4.9e-10
651.615511,3.8e-10,651.615511,0.0389,651.615511,4.9e-10
651.6224121,3.9e-10,651.6224121,0.0389,651.6224121,4.9e-10
651.6293132,3.9e-10,651.6293132,0.0388,651.6293132,5e-10
651.6362143,3.9e-10,651.6362143,0.0389,651.6362143,5.1e-10
651.6431153,4e-10,651.6431153,0.0389,651.6431153,5.1e-10
651.6500164,4e-10,651.6500164,0.039,651.6500164,5.2e-10
651.6569175,4e-10,651.6569175,0.0392,651.6569175,5.2e-10
651.6638186,4.1e-10,651.6638186,0.0393,651.6638186,5.3e-10
651.6707197,4.1e-10,651.6707197,0.0395,651.6707197,5.3e-10
651.6776208,4.2e-10,651.6776208,0.0397,651.6776208,5.4e-10
651.6845219,4.2e-10,651.6845219,0.0399,651.6845219,5.4e-10
651.6914229,4.2e-10,651.6914229,0.0401,651.6914229,5.5e-10
651.698324,4.3e-10,651.698324,0.0403,651.698324,5.5e-10
651.7052251,4.3e-10,651.7052251,0.0405,651.7052251,5.6e-10
651.7121262,4.4e-10,651.7121262,0.0406,651.7121262,5.7e-10
651.7190273,4.4e-10,651.7190273,0.0408,651.7190273,5.7e-10
651.7259284,4.4e-10,651.7259284,0.041,651.7259284,5.8e-10
651.7328294,4.5e-10,651.7328294,0.0411,651.7328294,5.8e-10
651.7397305,4.5e-10,651.7397305,0.0413,651.7397305,5.9e-10
651.7466316,4.6e-10,651.7466316,0.0414,651.7466316,6e-10
651.7535327,4.6e-10,651.7535327,0.0416,651.7535327,6e-10
651.7604338,4.7e-10,651.7604338,0.0417,651.7604338,6.1e-10
651.7673349,4.7e-10,651.7673349,0.0419,651.7673349,6.1e-10
651.774236,4.8e-10,651.774236,0.042,651.774236,6.2e-10
651.781137,4.8e-10,651.781137,0.0422,651.781137,6.3e-10
651.7880381,4.9e-10,651.7880381,0.0424,651.7880381,6.3e-10
651.7949392,4.9e-10,651.7949392,0.0426,651.7949392,6.4e-10
