lambdacoll,Tcoll,lambda22deg,T22deg,lambda3deg,T3deg
654.2448242,1.84e-05,654.2448242,0.000726,654.2448242,1.89275e-05
654.2517253,1.86e-05,654.2517253,0.00074,654.2517253,1.91137e-05
654.2586264,1.88e-05,654.2586264,0.000754,654.2586264,1.93021e-05
654.2655274,1.9e-05,654.2655274,0.000769,654.2655274,1.94925e-05
654.2724285,1.91e-05,654.2724285,0.000784,654.2724285,1.96851e-05
654.2793296,1.93e-05,654.2793296,0.000799,654.2793296,1.98798e-05
654.2862307,1.95e-05,654.2862307,0.000815,654.2862307,2.00767e-05
654.2931318,1.97e-05,654.2931318,0.000831,654.2931318,2.02758e-05
654.3000329,1.99e-05,654.3000329,0.000847,654.3000329,2.04772e-05
654.3069339,2.01e-05,654.3069339,0.000864,654.3069339,2.06808e-05
654.313835,2.03e-05,654.313835,0.000881,654.313835,2.08867e-05
654.3207361,2.05e-05,654.3207361,0.000899,654.3207361,2.1095e-05
654.3276372,2.07e-05,654.3276372,0.000917,654.3276372,2.13056e-05
654.3345383,2.09e-05,654.3345383,0.000935,654.3345383,2.15185e-05
654.3414394,2.11e-05,654.3414394,0.000954,654.3414394,2.17339e-05
654.3483405,2.13e-05,654.3483405,0.000973,654.3483405,2.19518e-05
654.3552415,2.16e-05,654.3552415,0.000993,654.3552415,2.21721e-05
654.3621426,2.18e-05,654.3621426,0.00101,654.3621426,2.23949e-05
654.3690437,2.2e-05,654.3690437,0.00103,654.3690437,2.26203e-05
654.3759448,2.22e-05,654.3759448,0.00105,654.3759448,2.28482e-05
654.3828459,2.24e-05,654.3828459,0.00108,654.3828459,2.30787e-05
654.389747,2.27e-05,654.389747,0.0011,654.389747,2.33119e-05
654.396648,2.29e-05,654.396648,0.00112,654.396648,2.35477e-05
654.4035491,2.31e-05,654.4035491,0.00114,654.4035491,2.37862e-05
654.4104502,2.34e-05,654.4104502,0.00117,654.4104502,2.40275e-05
654.4173513,2.36e-05,654.4173513,0.00119,654.4173513,2.42715e-05
654.4242524,2.38e-05,654.4242524,0.00122,654.4242524,2.45184e-05
654.4311535,2.41e-05,654.4311535,0.00124,654.4311535,2.47681e-05
654.4380546,2.43e-05,654.4380546,0.00127,654.4380546,2.50207e-05
654.4449556,2.46e-05,654.4449556,0.0013,654.4449556,2.52762e-05
654.4518567,2.48e-05,654.4518567,0.00132,654.4518567,2.55346e-05
654.4587578,2.51e-05,654.4587578,0.00135,654.4587578,2.57961e-05
654.4656589,2.53e-05,654.4656589,0.00138,654.4656589,2.60605e-05
654.47256,2.56e-05,654.47256,0.00141,654.47256,2.63281e-05
654.4794611,2.58e-05,654.4794611,0.00144,654.4794611,2.65988e-05
654.4863621,2.61e-05,654.4863621,0.00147,654.4863621,2.68726e-05
654.4932632,2.64e-05,654.4932632,0.0015,654.4932632,2.71496e-05
654.5001643,2.66e-05,654.5001643,0.00153,654.5001643,2.74298e-05
654.5070654,2.69e-05,654.5070654,0.00157,654.5070654,2.77134e-05
654.5139665,2.72e-05,654.5139665,0.0016,654.5139665,2.80002e-05
654.5208676,2.75e-05,654.5208676,0.00163,654.5208676,2.82904e-05
654.5277686,2.78e-05,654.5277686,0.00167,654.5277686,2.8584e-05
654.5346697,2.8e-05,654.5346697,0.00171,654.5346697,2.88811e-05
654.5415708,2.83e-05,654.5415708,0.00174,654.5415708,2.91817e-05
654.5484719,2.86e-05,654.5484719,0.00178,654.5484719,2.94858e-05
654.555373,2.89e-05,654.555373,0.00182,654.555373,2.97935e-05
654.5622741,2.92e-05,654.5622741,0.00186,654.5622741,3.01048e-05
654.5691752,2.95e-05,654.5691752,0.0019,654.5691752,3.04199e-05
654.5760762,2.98e-05,654.5760762,0.00195,654.5760762,3.07386e-05
654.5829773,3.02e-05,654.5829773,0.00199,654.5829773,3.10612e-05
654.5898784,3.05e-05,654.5898784,0.00203,654.5898784,3.13875e-05
654.5967795,3.08e-05,654.5967795,0.00208,654.5967795,3.17178e-05
654.6036806,3.11e-05,654.6036806,0.00213,654.6036806,3.2052e-05
654.6105817,3.14e-05,654.6105817,0.00217,654.6105817,3.23902e-05
654.6174827,3.18e-05,654.6174827,0.00222,654.6174827,3.27324e-05
654.6243838,3.21e-05,654.6243838,0.00227,654.6243838,3.30787e-05
654.6312849,3.24e-05,654.6312849,0.00233,654.6312849,3.34292e-05
654.638186,3.28e-05,654.638186,0.00238,654.638186,3.37839e-05
654.6450871,3.31e-05,654.6450871,0.00243,654.6450871,3.41428e-05
654.6519882,3.35e-05,654.6519882,0.00249,654.6519882,3.45061e-05
654.6588893,3.38e-05,654.6588893,0.00255,654.6588893,3.48737e-05
654.6657903,3.42e-05,654.6657903,0.0026,654.6657903,3.52458e-05
654.6726914,3.46e-05,654.6726914,0.00267,654.6726914,3.56224e-05
654.6795925,3.49e-05,654.6795925,0.00273,654.6795925,3.60035e-05
654.6864936,3.53e-05,654.6864936,0.00279,654.6864936,3.63893e-05
654.6933947,3.57e-05,654.6933947,0.00286,654.6933947,3.67797e-05
654.7002958,3.61e-05,654.7002958,0.00292,654.7002958,3.71749e-05
654.7071968,3.65e-05,654.7071968,0.00299,654.7071968,3.75748e-05
654.7140979,3.68e-05,654.7140979,0.00306,654.7140979,3.79797e-05
654.720999,3.72e-05,654.720999,0.00313,654.720999,3.83895e-05
654.7279001,3.76e-05,654.7279001,0.00321,654.7279001,3.88043e-05
654.7348012,3.8e-05,654.7348012,0.00329,654.7348012,3.92242e-05
654.7417023,3.85e-05,654.7417023,0.00336,654.7417023,3.96492e-05
654.7486034,3.89e-05,654.7486034,0.00344,654.7486034,4.00795e-05
654.7555044,3.93e-05,654.7555044,0.00353,654.7555044,4.0515e-05
654.7624055,3.97e-05,654.7624055,0.00361,654.7624055,4.09559e-05
654.7693066,4.01e-05,654.7693066,0.0037,654.7693066,4.14022e-05
654.7762077,4.06e-05,654.7762077,0.00379,654.7762077,4.1854e-05
654.7831088,4.1e-05,654.7831088,0.00388,654.7831088,4.23115e-05
654.7900099,4.15e-05,654.7900099,0.00398,654.7900099,4.27745e-05
654.7969109,4.19e-05,654.7969109,0.00407,654.7969109,4.32433e-05
654.803812,4.24e-05,654.803812,0.00417,654.803812,4.3718e-05
654.8107131,4.28e-05,654.8107131,0.00427,654.8107131,4.41985e-05
654.8176142,4.33e-05,654.8176142,0.00438,654.8176142,4.4685e-05
654.8245153,4.38e-05,654.8245153,0.00449,654.8245153,4.51776e-05
654.8314164,4.43e-05,654.8314164,0.0046,654.8314164,4.56763e-05
654.8383174,4.48e-05,654.8383174,0.00471,654.8383174,4.61813e-05
654.8452185,4.53e-05,654.8452185,0.00483,654.8452185,4.66926e-05
654.8521196,4.58e-05,654.8521196,0.00495,654.8521196,4.72103e-05
654.8590207,4.63e-05,654.8590207,0.00508,654.8590207,4.77345e-05
654.8659218,4.68e-05,654.8659218,0.0052,654.8659218,4.82653e-05
654.8728229,4.73e-05,654.8728229,0.00533,654.8728229,4.88027e-05
654.879724,4.78e-05,654.879724,0.00547,654.879724,4.9347e-05
654.886625,4.83e-05,654.886625,0.00561,654.886625,4.98981e-05
654.8935261,4.89e-05,654.8935261,0.00575,654.8935261,5.04562e-05
654.9004272,4.94e-05,654.9004272,0.00589,654.9004272,5.10213e-05
654.9073283,5e-05,654.9073283,0.00604,654.9073283,5.15937e-05
654.9142294,5.05e-05,654.9142294,0.0062,654.9142294,5.21732e-05
654.9211305,5.11e-05,654.9211305,0.00636,654.9211305,5.27602e-05
654.9280315,5.17e-05,654.9280315,0.00652,654.9280315,5.33546e-05
654.9349326,5.23e-05,654.9349326,0.00669,654.9349326,5.39567e-05
654.9418337,5.29e-05,654.9418337,0.00686,654.9418337,5.45664e-05
654.9487348,5.34e-05,654.9487348,0.00704,654.9487348,5.51839e-05
654.9556359,5.41e-05,654.9556359,0.00722,654.9556359,5.58093e-05
654.962537,5.47e-05,654.962537,0.00741,654.962537,5.64428e-05
654.9694381,5.53e-05,654.9694381,0.0076,654.9694381,5.70844e-05
654.9763391,5.59e-05,654.9763391,0.0078,654.9763391,5.77342e-05
654.9832402,5.65e-05,654.9832402,0.008,654.9832402,5.83924e-05
654.9901413,5.72e-05,654.9901413,0.00821,654.9901413,5.90591e-05
654.9970424,5.78e-05,654.9970424,0.00842,654.9970424,5.97345e-05
655.0039435,5.85e-05,655.0039435,0.00864,655.0039435,6.04186e-05
655.0108446,5.92e-05,655.0108446,0.00887,655.0108446,6.11115e-05
655.0177456,5.98e-05,655.0177456,0.0091,655.0177456,6.18134e-05
655.0246467,6.05e-05,655.0246467,0.00934,655.0246467,6.25245e-05
655.0315478,6.12e-05,655.0315478,0.00959,655.0315478,6.32448e-05
655.0384489,6.19e-05,655.0384489,0.00984,655.0384489,6.39746e-05
655.04535,6.26e-05,655.04535,0.0101,655.04535,6.47138e-05
655.0522511,6.34e-05,655.0522511,0.0104,655.0522511,6.54628e-05
655.0591522,6.41e-05,655.0591522,0.0106,655.0591522,6.62215e-05
655.0660532,6.48e-05,655.0660532,0.0109,655.0660532,6.69902e-05
655.0729543,6.56e-05,655.0729543,0.0112,655.0729543,6.7769e-05
655.0798554,6.63e-05,655.0798554,0.0115,655.0798554,6.8558e-05
655.0867565,6.71e-05,655.0867565,0.0118,655.0867565,6.93575e-05
655.0936576,6.79e-05,655.0936576,0.0121,655.0936576,7.01675e-05
655.1005587,6.87e-05,655.1005587,0.0125,655.1005587,7.09882e-05
655.1074597,6.95e-05,655.1074597,0.0128,655.1074597,7.18198e-05
655.1143608,7.03e-05,655.1143608,0.0131,655.1143608,7.26624e-05
655.1212619,7.11e-05,655.1212619,0.0135,655.1212619,7.35162e-05
655.128163,7.19e-05,655.128163,0.0138,655.128163,7.43813e-05
655.1350641,7.28e-05,655.1350641,0.0142,655.1350641,7.5258e-05
655.1419652,7.36e-05,655.1419652,0.0146,655.1419652,7.61463e-05
655.1488663,7.45e-05,655.1488663,0.015,655.1488663,7.70466e-05
655.1557673,7.54e-05,655.1557673,0.0154,655.1557673,7.79589e-05
655.1626684,7.63e-05,655.1626684,0.0158,655.1626684,7.88834e-05
655.1695695,7.72e-05,655.1695695,0.0162,655.1695695,7.98203e-05
655.1764706,7.81e-05,655.1764706,0.0166,655.1764706,8.07698e-05
655.1833717,7.9e-05,655.1833717,0.0171,655.1833717,8.17321e-05
655.1902728,8e-05,655.1902728,0.0175,655.1902728,8.27074e-05
655.1971738,8.09e-05,655.1971738,0.018,655.1971738,8.36958e-05
655.2040749,8.19e-05,655.2040749,0.0185,655.2040749,8.46976e-05
655.210976,8.29e-05,655.210976,0.019,655.210976,8.5713e-05
655.2178771,8.38e-05,655.2178771,0.0194,655.2178771,8.67422e-05
655.2247782,8.49e-05,655.2247782,0.02,655.2247782,8.77854e-05
655.2316793,8.59e-05,655.2316793,0.0205,655.2316793,8.88427e-05
655.2385803,8.69e-05,655.2385803,0.021,655.2385803,8.99145e-05
655.2454814,8.79e-05,655.2454814,0.0216,655.2454814,9.10009e-05
655.2523825,8.9e-05,655.2523825,0.0221,655.2523825,9.21021e-05
655.2592836,9.01e-05,655.2592836,0.0227,655.2592836,9.32185e-05
655.2661847,9.12e-05,655.2661847,0.0233,655.2661847,9.43501e-05
655.2730858,9.23e-05,655.2730858,0.0239,655.2730858,9.54973e-05
655.2799869,9.34e-05,655.2799869,0.0245,655.2799869,9.66603e-05
655.2868879,9.45e-05,655.2868879,0.0251,655.2868879,9.78393e-05
655.293789,9.57e-05,655.293789,0.0258,655.293789,9.90346e-05
655.3006901,9.68e-05,655.3006901,0.0264,655.3006901,0.000100246
655.3075912,9.8e-05,655.3075912,0.0271,655.3075912,0.000101475
655.3144923,9.92e-05,655.3144923,0.0278,655.3144923,0.000102721
655.3213934,0.0001,655.3213934,0.0285,655.3213934,0.000103984
655.3282944,0.000102,655.3282944,0.0292,655.3282944,0.000105264
655.3351955,0.000103,655.3351955,0.0299,655.3351955,0.000106563
655.3420966,0.000104,655.3420966,0.0307,655.3420966,0.000107879
655.3489977,0.000105,655.3489977,0.0314,655.3489977,0.000109214
655.3558988,0.000107,655.3558988,0.0322,655.3558988,0.000110567
655.3627999,0.000108,655.3627999,0.033,655.3627999,0.00011194
655.369701,0.000109,655.369701,0.0338,655.369701,0.000113332
655.376602,0.000111,655.376602,0.0346,655.376602,0.000114743
655.3835031,0.000112,655.3835031,0.0354,655.3835031,0.000116175
655.3904042,0.000114,655.3904042,0.0362,655.3904042,0.000117626
655.3973053,0.000115,655.3973053,0.0371,655.3973053,0.000119098
655.4042064,0.000116,655.4042064,0.0379,655.4042064,0.000120591
655.4111075,0.000118,655.4111075,0.0388,655.4111075,0.000122105
655.4180085,0.000119,655.4180085,0.0397,655.4180085,0.000123641
655.4249096,0.000121,655.4249096,0.0406,655.4249096,0.000125198
655.4318107,0.000122,655.4318107,0.0415,655.4318107,0.000126778
655.4387118,0.000124,655.4387118,0.0425,655.4387118,0.00012838
655.4456129,0.000125,655.4456129,0.0434,655.4456129,0.000130005
655.452514,0.000127,655.452514,0.0444,655.452514,0.000131654
655.4594151,0.000129,655.4594151,0.0453,655.4594151,0.000133326
655.4663161,0.00013,655.4663161,0.0463,655.4663161,0.000135022
655.4732172,0.000132,655.4732172,0.0473,655.4732172,0.000136742
655.4801183,0.000134,655.4801183,0.0483,655.4801183,0.000138488
655.4870194,0.000135,655.4870194,0.0493,655.4870194,0.000140258
655.4939205,0.000137,655.4939205,0.0503,655.4939205,0.000142054
655.5008216,0.000139,655.5008216,0.0513,655.5008216,0.000143876
655.5077226,0.000141,655.5077226,0.0524,655.5077226,0.000145725
655.5146237,0.000142,655.5146237,0.0534,655.5146237,0.0001476
655.5215248,0.000144,655.5215248,0.0545,655.5215248,0.000149503
655.5284259,0.000146,655.5284259,0.0556,655.5284259,0.000151434
655.535327,0.000148,655.535327,0.0566,655.535327,0.000153392
655.5422281,0.00015,655.5422281,0.0577,655.5422281,0.00015538
655.5491291,0.000152,655.5491291,0.0588,655.5491291,0.000157396
655.5560302,0.000154,655.5560302,0.0599,655.5560302,0.000159442
655.5629313,0.000156,655.5629313,0.061,655.5629313,0.000161519
655.5698324,0.000158,655.5698324,0.0621,655.5698324,0.000163626
655.5767335,0.00016,655.5767335,0.0632,655.5767335,0.000165763
655.5836346,0.000162,655.5836346,0.0644,655.5836346,0.000167933
655.5905357,0.000164,655.5905357,0.0655,655.5905357,0.000170135
655.5974367,0.000166,655.5974367,0.0666,655.5974367,0.000172369
655.6043378,0.000168,655.6043378,0.0678,655.6043378,0.000174636
655.6112389,0.00017,655.6112389,0.0689,655.6112389,0.000176938
655.61814,0.000173,655.61814,0.0701,655.61814,0.000179273
655.6250411,0.000175,655.6250411,0.0712,655.6250411,0.000181644
655.6319422,0.000177,655.6319422,0.0724,655.6319422,0.00018405
655.6388432,0.00018,655.6388432,0.0735,655.6388432,0.000186492
655.6457443,0.000182,655.6457443,0.0747,655.6457443,0.00018897
655.6526454,0.000184,655.6526454,0.0759,655.6526454,0.000191486
655.6595465,0.000187,655.6595465,0.077,655.6595465,0.00019404
655.6664476,0.000189,655.6664476,0.0782,655.6664476,0.000196632
655.6733487,0.000192,655.6733487,0.0794,655.6733487,0.000199264
655.6802498,0.000194,655.6802498,0.0806,655.6802498,0.000201935
655.6871508,0.000197,655.6871508,0.0818,655.6871508,0.000204647
655.6940519,0.0002,655.6940519,0.083,655.6940519,0.0002074
655.700953,0.000202,655.700953,0.0842,655.700953,0.000210195
655.7078541,0.000205,655.7078541,0.0854,655.7078541,0.000213033
655.7147552,0.000208,655.7147552,0.0866,655.7147552,0.000215914
655.7216563,0.000211,655.7216563,0.0878,655.7216563,0.000218839
655.7285573,0.000213,655.7285573,0.089,655.7285573,0.000221809
655.7354584,0.000216,655.7354584,0.0902,655.7354584,0.000224824
655.7423595,0.000219,655.7423595,0.0914,655.7423595,0.000227886
655.7492606,0.000222,655.7492606,0.0926,655.7492606,0.000230995
655.7561617,0.000225,655.7561617,0.0938,655.7561617,0.000234152
655.7630628,0.000228,655.7630628,0.0951,655.7630628,0.000237358
655.7699639,0.000231,655.7699639,0.0963,655.7699639,0.000240613
655.7768649,0.000235,655.7768649,0.0975,655.7768649,0.000243919
655.783766,0.000238,655.783766,0.0987,655.783766,0.000247276
655.7906671,0.000241,655.7906671,0.1,655.7906671,0.000250686
655.7975682,0.000244,655.7975682,0.101,655.7975682,0.000254149
655.8044693,0.000248,655.8044693,0.102,655.8044693,0.000257666
655.8113704,0.000251,655.8113704,0.104,655.8113704,0.000261238
655.8182714,0.000255,655.8182714,0.105,655.8182714,0.000264866
655.8251725,0.000258,655.8251725,0.106,655.8251725,0.000268551
655.8320736,0.000262,655.8320736,0.107,655.8320736,0.000272294
655.8389747,0.000265,655.8389747,0.109,655.8389747,0.000276096
655.8458758,0.000269,655.8458758,0.11,655.8458758,0.000279958
655.8527769,0.000273,655.8527769,0.111,655.8527769,0.000283881
655.8596779,0.000277,655.8596779,0.112,655.8596779,0.000287866
655.866579,0.000281,655.866579,0.114,655.866579,0.000291915
655.8734801,0.000284,655.8734801,0.115,655.8734801,0.000296028
655.8803812,0.000288,655.8803812,0.116,655.8803812,0.000300207
655.8872823,0.000292,655.8872823,0.118,655.8872823,0.000304452
655.8941834,0.000297,655.8941834,0.119,655.8941834,0.000308765
655.9010845,0.000301,655.9010845,0.12,655.9010845,0.000313148
655.9079855,0.000305,655.9079855,0.121,655.9079855,0.0003176
655.9148866,0.000309,655.9148866,0.123,655.9148866,0.000322125
655.9217877,0.000314,655.9217877,0.124,655.9217877,0.000326722
655.9286888,0.000318,655.9286888,0.125,655.9286888,0.000331393
655.9355899,0.000323,655.9355899,0.127,655.9355899,0.000336141
655.942491,0.000327,655.942491,0.128,655.942491,0.000340964
655.949392,0.000332,655.949392,0.129,655.949392,0.000345867
655.9562931,0.000337,655.9562931,0.13,655.9562931,0.000350849
655.9631942,0.000342,655.9631942,0.132,655.9631942,0.000355912
655.9700953,0.000347,655.9700953,0.133,655.9700953,0.000361058
655.9769964,0.000352,655.9769964,0.134,655.9769964,0.000366288
655.9838975,0.000357,655.9838975,0.136,655.9838975,0.000371604
655.9907986,0.000362,655.9907986,0.137,655.9907986,0.000377007
655.9976996,0.000367,655.9976996,0.138,655.9976996,0.000382498
656.0046007,0.000372,656.0046007,0.139,656.0046007,0.000388081
656.0115018,0.000378,656.0115018,0.141,656.0115018,0.000393755
656.0184029,0.000383,656.0184029,0.142,656.0184029,0.000399524
656.025304,0.000389,656.025304,0.143,656.025304,0.000405387
656.0322051,0.000395,656.0322051,0.145,656.0322051,0.000411349
656.0391061,0.0004,656.0391061,0.146,656.0391061,0.000417409
656.0460072,0.000406,656.0460072,0.147,656.0460072,0.000423571
656.0529083,0.000412,656.0529083,0.149,656.0529083,0.000429835
656.0598094,0.000418,656.0598094,0.15,656.0598094,0.000436204
656.0667105,0.000424,656.0667105,0.151,656.0667105,0.00044268
656.0736116,0.000431,656.0736116,0.153,656.0736116,0.000449264
656.0805127,0.000437,656.0805127,0.154,656.0805127,0.00045596
656.0874137,0.000444,656.0874137,0.155,656.0874137,0.000462768
656.0943148,0.00045,656.0943148,0.157,656.0943148,0.000469691
656.1012159,0.000457,656.1012159,0.158,656.1012159,0.000476732
656.108117,0.000464,656.108117,0.159,656.108117,0.000483891
656.1150181,0.000471,656.1150181,0.161,656.1150181,0.000491173
656.1219192,0.000478,656.1219192,0.162,656.1219192,0.000498578
656.1288202,0.000485,656.1288202,0.163,656.1288202,0.000506109
656.1357213,0.000492,656.1357213,0.165,656.1357213,0.00051377
656.1426224,0.0005,656.1426224,0.166,656.1426224,0.000521561
656.1495235,0.000507,656.1495235,0.167,656.1495235,0.000529486
656.1564246,0.000515,656.1564246,0.169,656.1564246,0.000537547
656.1633257,0.000523,656.1633257,0.17,656.1633257,0.000545747
656.1702267,0.000531,656.1702267,0.171,656.1702267,0.000554089
656.1771278,0.000539,656.1771278,0.173,656.1771278,0.000562575
656.1840289,0.000547,656.1840289,0.174,656.1840289,0.000571207
656.19093,0.000555,656.19093,0.175,656.19093,0.00057999
656.1978311,0.000564,656.1978311,0.177,656.1978311,0.000588925
656.2047322,0.000572,656.2047322,0.178,656.2047322,0.000598016
656.2116333,0.000581,656.2116333,0.179,656.2116333,0.000607266
656.2185343,0.00059,656.2185343,0.181,656.2185343,0.000616677
656.2254354,0.000599,656.2254354,0.182,656.2254354,0.000626254
656.2323365,0.000608,656.2323365,0.184,656.2323365,0.000635998
656.2392376,0.000618,656.2392376,0.185,656.2392376,0.000645915
656.2461387,0.000628,656.2461387,0.186,656.2461387,0.000656006
656.2530398,0.000637,656.2530398,0.188,656.2530398,0.000666275
656.2599408,0.000647,656.2599408,0.189,656.2599408,0.000676726
656.2668419,0.000657,656.2668419,0.191,656.2668419,0.000687363
656.273743,0.000668,656.273743,0.192,656.273743,0.000698188
656.2806441,0.000678,656.2806441,0.193,656.2806441,0.000709207
656.2875452,0.000689,656.2875452,0.195,656.2875452,0.000720422
656.2944463,0.0007,656.2944463,0.196,656.2944463,0.000731838
656.3013474,0.000711,656.3013474,0.197,656.3013474,0.000743458
656.3082484,0.000722,656.3082484,0.199,656.3082484,0.000755287
656.3151495,0.000733,656.3151495,0.2,656.3151495,0.000767329
656.3220506,0.000745,656.3220506,0.202,656.3220506,0.000779588
656.3289517,0.000757,656.3289517,0.203,656.3289517,0.000792068
656.3358528,0.000769,656.3358528,0.205,656.3358528,0.000804774
656.3427539,0.000781,656.3427539,0.206,656.3427539,0.000817711
656.3496549,0.000794,656.3496549,0.207,656.3496549,0.000830883
656.356556,0.000806,656.356556,0.209,656.356556,0.000844296
656.3634571,0.000819,656.3634571,0.21,656.3634571,0.000857952
656.3703582,0.000833,656.3703582,0.212,656.3703582,0.000871859
656.3772593,0.000846,656.3772593,0.213,656.3772593,0.000886021
656.3841604,0.00086,656.3841604,0.214,656.3841604,0.000900443
656.3910615,0.000874,656.3910615,0.216,656.3910615,0.00091513
656.3979625,0.000888,656.3979625,0.217,656.3979625,0.000930088
656.4048636,0.000902,656.4048636,0.219,656.4048636,0.000945323
656.4117647,0.000917,656.4117647,0.22,656.4117647,0.00096084
656.4186658,0.000932,656.4186658,0.222,656.4186658,0.000976644
656.4255669,0.000947,656.4255669,0.223,656.4255669,0.000992743
656.432468,0.000963,656.432468,0.225,656.432468,0.001009142
656.439369,0.000979,656.439369,0.226,656.439369,0.001025848
656.4462701,0.000995,656.4462701,0.227,656.4462701,0.001042866
656.4531712,0.00101,656.4531712,0.229,656.4531712,0.001060203
656.4600723,0.00103,656.4600723,0.23,656.4600723,0.001077866
656.4669734,0.00105,656.4669734,0.232,656.4669734,0.001095862
656.4738745,0.00106,656.4738745,0.233,656.4738745,0.001114198
656.4807756,0.00108,656.4807756,0.235,656.4807756,0.00113288
656.4876766,0.0011,656.4876766,0.236,656.4876766,0.001151917
656.4945777,0.00112,656.4945777,0.238,656.4945777,0.001171316
656.5014788,0.00114,656.5014788,0.239,656.5014788,0.001191084
656.5083799,0.00115,656.5083799,0.241,656.5083799,0.001211229
656.515281,0.00117,656.515281,0.242,656.515281,0.00123176
656.5221821,0.00119,656.5221821,0.244,656.5221821,0.001252683
656.5290831,0.00121,656.5290831,0.245,656.5290831,0.001274009
656.5359842,0.00123,656.5359842,0.247,656.5359842,0.001295746
656.5428853,0.00126,656.5428853,0.248,656.5428853,0.001317901
656.5497864,0.00128,656.5497864,0.25,656.5497864,0.001340485
656.5566875,0.0013,656.5566875,0.251,656.5566875,0.001363507
656.5635886,0.00132,656.5635886,0.253,656.5635886,0.001386976
656.5704896,0.00134,656.5704896,0.254,656.5704896,0.001410901
656.5773907,0.00137,656.5773907,0.256,656.5773907,0.001435293
656.5842918,0.00139,656.5842918,0.257,656.5842918,0.001460162
656.5911929,0.00141,656.5911929,0.259,656.5911929,0.001485518
656.598094,0.00144,656.598094,0.26,656.598094,0.001511371
656.6049951,0.00146,656.6049951,0.262,656.6049951,0.001537734
656.6118962,0.00149,656.6118962,0.263,656.6118962,0.001564616
656.6187972,0.00151,656.6187972,0.265,656.6187972,0.00159203
656.6256983,0.00154,656.6256983,0.266,656.6256983,0.001619986
656.6325994,0.00157,656.6325994,0.268,656.6325994,0.001648498
656.6395005,0.0016,656.6395005,0.269,656.6395005,0.001677577
656.6464016,0.00162,656.6464016,0.271,656.6464016,0.001707236
656.6533027,0.00165,656.6533027,0.272,656.6533027,0.001737487
656.6602037,0.00168,656.6602037,0.274,656.6602037,0.001768345
656.6671048,0.00171,656.6671048,0.275,656.6671048,0.001799822
656.6740059,0.00174,656.6740059,0.277,656.6740059,0.001831933
656.680907,0.00177,656.680907,0.279,656.680907,0.001864691
656.6878081,0.0018,656.6878081,0.28,656.6878081,0.001898111
656.6947092,0.00184,656.6947092,0.282,656.6947092,0.001932208
656.7016103,0.00187,656.7016103,0.283,656.7016103,0.001966998
656.7085113,0.0019,656.7085113,0.285,656.7085113,0.002002495
656.7154124,0.00194,656.7154124,0.286,656.7154124,0.002038717
656.7223135,0.00197,656.7223135,0.288,656.7223135,0.00207568
656.7292146,0.00201,656.7292146,0.29,656.7292146,0.002113399
656.7361157,0.00204,656.7361157,0.291,656.7361157,0.002151894
656.7430168,0.00208,656.7430168,0.293,656.7430168,0.002191181
656.7499178,0.00212,656.7499178,0.294,656.7499178,0.002231278
656.7568189,0.00216,656.7568189,0.296,656.7568189,0.002272205
656.76372,0.0022,656.76372,0.298,656.76372,0.002313981
656.7706211,0.00224,656.7706211,0.299,656.7706211,0.002356624
656.7775222,0.00228,656.7775222,0.301,656.7775222,0.002400155
656.7844233,0.00232,656.7844233,0.302,656.7844233,0.002444595
656.7913244,0.00236,656.7913244,0.304,656.7913244,0.002489965
656.7982254,0.00241,656.7982254,0.306,656.7982254,0.002536287
656.8051265,0.00245,656.8051265,0.307,656.8051265,0.002583582
656.8120276,0.0025,656.8120276,0.309,656.8120276,0.002631874
656.8189287,0.00254,656.8189287,0.31,656.8189287,0.002681186
656.8258298,0.00259,656.8258298,0.312,656.8258298,0.002731542
656.8327309,0.00264,656.8327309,0.314,656.8327309,0.002782966
656.8396319,0.00269,656.8396319,0.315,656.8396319,0.002835484
656.846533,0.00274,656.846533,0.317,656.846533,0.002889122
656.8534341,0.00279,656.8534341,0.319,656.8534341,0.002943906
656.8603352,0.00284,656.8603352,0.32,656.8603352,0.002999864
656.8672363,0.0029,656.8672363,0.322,656.8672363,0.003057024
656.8741374,0.00295,656.8741374,0.324,656.8741374,0.003115413
656.8810384,0.00301,656.8810384,0.325,656.8810384,0.003175063
656.8879395,0.00306,656.8879395,0.327,656.8879395,0.003236003
656.8948406,0.00312,656.8948406,0.329,656.8948406,0.003298264
656.9017417,0.00318,656.9017417,0.33,656.9017417,0.003361878
656.9086428,0.00324,656.9086428,0.332,656.9086428,0.003426878
656.9155439,0.00331,656.9155439,0.334,656.9155439,0.003493297
656.922445,0.00337,656.922445,0.335,656.922445,0.00356117
656.929346,0.00343,656.929346,0.337,656.929346,0.003630533
656.9362471,0.0035,656.9362471,0.339,656.9362471,0.003701421
656.9431482,0.00357,656.9431482,0.341,656.9431482,0.003773872
656.9500493,0.00364,656.9500493,0.342,656.9500493,0.003847925
656.9569504,0.00371,656.9569504,0.344,656.9569504,0.003923618
656.9638515,0.00378,656.9638515,0.346,656.9638515,0.004000993
656.9707525,0.00386,656.9707525,0.347,656.9707525,0.00408009
656.9776536,0.00393,656.9776536,0.349,656.9776536,0.004160953
656.9845547,0.00401,656.9845547,0.351,656.9845547,0.004243625
656.9914558,0.00409,656.9914558,0.353,656.9914558,0.004328151
656.9983569,0.00417,656.9983569,0.354,656.9983569,0.004414578
657.005258,0.00425,657.005258,0.356,657.005258,0.004502953
