lambdacoll,Tcoll,lambda22deg,T22deg,lambda3deg,T3deg
650.0834703,2.46e-07,650.0834703,9.05e-07,650.0834703,2.4918e-07
650.0903713,2.47e-07,650.0903713,9.12e-07,650.0903713,2.5052e-07
650.0972724,2.48e-07,650.0972724,9.18e-07,650.0972724,2.5187e-07
650.1041735,2.49e-07,650.1041735,9.24e-07,650.1041735,2.5323e-07
650.1110746,2.51e-07,650.1110746,9.31e-07,650.1110746,2.5459e-07
650.1179757,2.52e-07,650.1179757,9.37e-07,650.1179757,2.5597e-07
650.1248768,2.54e-07,650.1248768,9.44e-07,650.1248768,2.5735e-07
650.1317779,2.55e-07,650.1317779,9.51e-07,650.1317779,2.5874e-07
650.1386789,2.56e-07,650.1386789,9.57e-07,650.1386789,2.6014e-07
650.14558,2.58e-07,650.14558,9.64e-07,650.14558,2.6154e-07
650.1524811,2.59e-07,650.1524811,9.71e-07,650.1524811,2.6296e-07
650.1593822,2.6e-07,650.1593822,9.78e-07,650.1593822,2.6439e-07
650.1662833,2.62e-07,650.1662833,9.85e-07,650.1662833,2.6582e-07
650.1731844,2.63e-07,650.1731844,9.91e-07,650.1731844,2.6726e-07
650.1800854,2.65e-07,650.1800854,9.98e-07,650.1800854,2.6871e-07
650.1869865,2.66e-07,650.1869865,1.01e-06,650.1869865,2.7018e-07
650.1938876,2.68e-07,650.1938876,1.01e-06,650.1938876,2.7165e-07
650.2007887,2.69e-07,650.2007887,1.02e-06,650.2007887,2.7313e-07
650.2076898,2.71e-07,650.2076898,1.03e-06,650.2076898,2.7461e-07
650.2145909,2.72e-07,650.2145909,1.03e-06,650.2145909,2.7611e-07
650.2214919,2.73e-07,650.2214919,1.04e-06,650.2214919,2.7762e-07
650.228393,2.75e-07,650.228393,1.05e-06,650.228393,2.7914e-07
650.2352941,2.76e-07,650.2352941,1.06e-06,650.2352941,2.8066e-07
650.2421952,2.78e-07,650.2421952,1.06e-06,650.2421952,2.822e-07
650.2490963,2.79e-07,650.2490963,1.07e-06,650.2490963,2.8374e-07
650.2559974,2.81e-07,650.2559974,1.08e-06,650.2559974,2.853e-07
650.2628985,2.83e-07,650.2628985,1.09e-06,650.2628985,2.8687e-07
650.2697995,2.84e-07,650.2697995,1.09e-06,650.2697995,2.8844e-07
650.2767006,2.86e-07,650.2767006,1.1e-06,650.2767006,2.9003e-07
650.2836017,2.87e-07,650.2836017,1.11e-06,650.2836017,2.9162e-07
650.2905028,2.89e-07,650.2905028,1.12e-06,650.2905028,2.9323e-07
650.2974039,2.9e-07,650.2974039,1.13e-06,650.2974039,2.9484e-07
650.304305,2.92e-07,650.304305,1.13e-06,650.304305,2.9647e-07
650.311206,2.94e-07,650.311206,1.14e-06,650.311206,2.981e-07
650.3181071,2.95e-07,650.3181071,1.15e-06,650.3181071,2.9975e-07
650.3250082,2.97e-07,650.3250082,1.16e-06,650.3250082,3.0141e-07
650.3319093,2.98e-07,650.3319093,1.17e-06,650.3319093,3.0307e-07
650.3388104,3e-07,650.3388104,1.18e-06,650.3388104,3.0475e-07
650.3457115,3.02e-07,650.3457115,1.19e-06,650.3457115,3.0644e-07
650.3526126,3.03e-07,650.3526126,1.19e-06,650.3526126,3.0814e-07
650.3595136,3.05e-07,650.3595136,1.2e-06,650.3595136,3.0985e-07
650.3664147,3.07e-07,650.3664147,1.21e-06,650.3664147,3.1157e-07
650.3733158,3.09e-07,650.3733158,1.22e-06,650.3733158,3.133e-07
650.3802169,3.1e-07,650.3802169,1.23e-06,650.3802169,3.1505e-07
650.387118,3.12e-07,650.387118,1.24e-06,650.387118,3.168e-07
650.3940191,3.14e-07,650.3940191,1.25e-06,650.3940191,3.1857e-07
650.4009201,3.15e-07,650.4009201,1.26e-06,650.4009201,3.2034e-07
650.4078212,3.17e-07,650.4078212,1.27e-06,650.4078212,3.2213e-07
650.4147223,3.19e-07,650.4147223,1.27e-06,650.4147223,3.2393e-07
650.4216234,3.21e-07,650.4216234,1.28e-06,650.4216234,3.2574e-07
650.4285245,3.23e-07,650.4285245,1.29e-06,650.4285245,3.2757e-07
650.4354256,3.24e-07,650.4354256,1.3e-06,650.4354256,3.294e-07
650.4423267,3.26e-07,650.4423267,1.31e-06,650.4423267,3.3125e-07
650.4492277,3.28e-07,650.4492277,1.32e-06,650.4492277,3.3311e-07
650.4561288,3.3e-07,650.4561288,1.33e-06,650.4561288,3.3498e-07
650.4630299,3.32e-07,650.4630299,1.34e-06,650.4630299,3.3686e-07
650.469931,3.34e-07,650.469931,1.35e-06,650.469931,3.3875e-07
650.4768321,3.35e-07,650.4768321,1.36e-06,650.4768321,3.4066e-07
650.4837332,3.37e-07,650.4837332,1.37e-06,650.4837332,3.4258e-07
650.4906342,3.39e-07,650.4906342,1.38e-06,650.4906342,3.4451e-07
650.4975353,3.41e-07,650.4975353,1.39e-06,650.4975353,3.4646e-07
650.5044364,3.43e-07,650.5044364,1.4e-06,650.5044364,3.4841e-07
650.5113375,3.45e-07,650.5113375,1.41e-06,650.5113375,3.5038e-07
650.5182386,3.47e-07,650.5182386,1.42e-06,650.5182386,3.5237e-07
650.5251397,3.49e-07,650.5251397,1.43e-06,650.5251397,3.5436e-07
650.5320407,3.51e-07,650.5320407,1.45e-06,650.5320407,3.5637e-07
650.5389418,3.53e-07,650.5389418,1.46e-06,650.5389418,3.5839e-07
650.5458429,3.55e-07,650.5458429,1.47e-06,650.5458429,3.6042e-07
650.552744,3.57e-07,650.552744,1.48e-06,650.552744,3.6247e-07
650.5596451,3.59e-07,650.5596451,1.49e-06,650.5596451,3.6453e-07
650.5665462,3.61e-07,650.5665462,1.5e-06,650.5665462,3.6661e-07
650.5734473,3.63e-07,650.5734473,1.51e-06,650.5734473,3.687e-07
650.5803483,3.65e-07,650.5803483,1.52e-06,650.5803483,3.708e-07
650.5872494,3.67e-07,650.5872494,1.53e-06,650.5872494,3.7291e-07
650.5941505,3.69e-07,650.5941505,1.55e-06,650.5941505,3.7504e-07
650.6010516,3.71e-07,650.6010516,1.56e-06,650.6010516,3.7719e-07
650.6079527,3.73e-07,650.6079527,1.57e-06,650.6079527,3.7934e-07
650.6148538,3.76e-07,650.6148538,1.58e-06,650.6148538,3.8152e-07
650.6217548,3.78e-07,650.6217548,1.59e-06,650.6217548,3.837e-07
650.6286559,3.8e-07,650.6286559,1.61e-06,650.6286559,3.859e-07
650.635557,3.82e-07,650.635557,1.62e-06,650.635557,3.8812e-07
650.6424581,3.84e-07,650.6424581,1.63e-06,650.6424581,3.9035e-07
650.6493592,3.86e-07,650.6493592,1.64e-06,650.6493592,3.9259e-07
650.6562603,3.89e-07,650.6562603,1.66e-06,650.6562603,3.9485e-07
650.6631614,3.91e-07,650.6631614,1.67e-06,650.6631614,3.9712e-07
650.6700624,3.93e-07,650.6700624,1.68e-06,650.6700624,3.9941e-07
650.6769635,3.95e-07,650.6769635,1.69e-06,650.6769635,4.0172e-07
650.6838646,3.98e-07,650.6838646,1.71e-06,650.6838646,4.0403e-07
650.6907657,4e-07,650.6907657,1.72e-06,650.6907657,4.0637e-07
650.6976668,4.02e-07,650.6976668,1.73e-06,650.6976668,4.0872e-07
650.7045679,4.05e-07,650.7045679,1.75e-06,650.7045679,4.1109e-07
650.7114689,4.07e-07,650.7114689,1.76e-06,650.7114689,4.1347e-07
650.71837,4.09e-07,650.71837,1.77e-06,650.71837,4.1586e-07
650.7252711,4.12e-07,650.7252711,1.79e-06,650.7252711,4.1828e-07
650.7321722,4.14e-07,650.7321722,1.8e-06,650.7321722,4.2071e-07
650.7390733,4.16e-07,650.7390733,1.82e-06,650.7390733,4.2315e-07
650.7459744,4.19e-07,650.7459744,1.83e-06,650.7459744,4.2561e-07
650.7528755,4.21e-07,650.7528755,1.84e-06,650.7528755,4.2809e-07
650.7597765,4.24e-07,650.7597765,1.86e-06,650.7597765,4.3059e-07
650.7666776,4.26e-07,650.7666776,1.87e-06,650.7666776,4.331e-07
650.7735787,4.29e-07,650.7735787,1.89e-06,650.7735787,4.3563e-07
650.7804798,4.31e-07,650.7804798,1.9e-06,650.7804798,4.3817e-07
650.7873809,4.34e-07,650.7873809,1.92e-06,650.7873809,4.4073e-07
650.794282,4.36e-07,650.794282,1.93e-06,650.794282,4.4331e-07
650.801183,4.39e-07,650.801183,1.95e-06,650.801183,4.4591e-07
650.8080841,4.41e-07,650.8080841,1.96e-06,650.8080841,4.4853e-07
650.8149852,4.44e-07,650.8149852,1.98e-06,650.8149852,4.5116e-07
650.8218863,4.46e-07,650.8218863,1.99e-06,650.8218863,4.5381e-07
650.8287874,4.49e-07,650.8287874,2.01e-06,650.8287874,4.5647e-07
650.8356885,4.52e-07,650.8356885,2.02e-06,650.8356885,4.5916e-07
650.8425895,4.54e-07,650.8425895,2.04e-06,650.8425895,4.6186e-07
650.8494906,4.57e-07,650.8494906,2.06e-06,650.8494906,4.6458e-07
650.8563917,4.6e-07,650.8563917,2.07e-06,650.8563917,4.6732e-07
650.8632928,4.62e-07,650.8632928,2.09e-06,650.8632928,4.7008e-07
650.8701939,4.65e-07,650.8701939,2.11e-06,650.8701939,4.7286e-07
650.877095,4.68e-07,650.877095,2.12e-06,650.877095,4.7566e-07
650.8839961,4.71e-07,650.8839961,2.14e-06,650.8839961,4.7847e-07
650.8908971,4.73e-07,650.8908971,2.16e-06,650.8908971,4.8131e-07
650.8977982,4.76e-07,650.8977982,2.17e-06,650.8977982,4.8416e-07
650.9046993,4.79e-07,650.9046993,2.19e-06,650.9046993,4.8703e-07
650.9116004,4.82e-07,650.9116004,2.21e-06,650.9116004,4.8993e-07
650.9185015,4.85e-07,650.9185015,2.23e-06,650.9185015,4.9284e-07
650.9254026,4.88e-07,650.9254026,2.24e-06,650.9254026,4.9577e-07
650.9323036,4.91e-07,650.9323036,2.26e-06,650.9323036,4.9872e-07
650.9392047,4.93e-07,650.9392047,2.28e-06,650.9392047,5.0169e-07
650.9461058,4.96e-07,650.9461058,2.3e-06,650.9461058,5.0469e-07
650.9530069,4.99e-07,650.9530069,2.32e-06,650.9530069,5.077e-07
650.959908,5.02e-07,650.959908,2.34e-06,650.959908,5.1073e-07
650.9668091,5.05e-07,650.9668091,2.35e-06,650.9668091,5.1379e-07
650.9737102,5.08e-07,650.9737102,2.37e-06,650.9737102,5.1686e-07
650.9806112,5.11e-07,650.9806112,2.39e-06,650.9806112,5.1996e-07
650.9875123,5.14e-07,650.9875123,2.41e-06,650.9875123,5.2308e-07
650.9944134,5.18e-07,650.9944134,2.43e-06,650.9944134,5.2622e-07
651.0013145,5.21e-07,651.0013145,2.45e-06,651.0013145,5.2938e-07
651.0082156,5.24e-07,651.0082156,2.47e-06,651.0082156,5.3256e-07
651.0151167,5.27e-07,651.0151167,2.49e-06,651.0151167,5.3576e-07
651.0220177,5.3e-07,651.0220177,2.51e-06,651.0220177,5.3899e-07
651.0289188,5.33e-07,651.0289188,2.53e-06,651.0289188,5.4224e-07
651.0358199,5.36e-07,651.0358199,2.55e-06,651.0358199,5.4551e-07
651.042721,5.4e-07,651.042721,2.57e-06,651.042721,5.488e-07
651.0496221,5.43e-07,651.0496221,2.6e-06,651.0496221,5.5212e-07
651.0565232,5.46e-07,651.0565232,2.62e-06,651.0565232,5.5546e-07
651.0634243,5.5e-07,651.0634243,2.64e-06,651.0634243,5.5882e-07
651.0703253,5.53e-07,651.0703253,2.66e-06,651.0703253,5.6221e-07
651.0772264,5.56e-07,651.0772264,2.68e-06,651.0772264,5.6562e-07
651.0841275,5.6e-07,651.0841275,2.7e-06,651.0841275,5.6905e-07
651.0910286,5.63e-07,651.0910286,2.73e-06,651.0910286,5.7251e-07
651.0979297,5.66e-07,651.0979297,2.75e-06,651.0979297,5.7599e-07
651.1048308,5.7e-07,651.1048308,2.77e-06,651.1048308,5.795e-07
651.1117318,5.73e-07,651.1117318,2.79e-06,651.1117318,5.8303e-07
651.1186329,5.77e-07,651.1186329,2.82e-06,651.1186329,5.8658e-07
651.125534,5.8e-07,651.125534,2.84e-06,651.125534,5.9016e-07
651.1324351,5.84e-07,651.1324351,2.86e-06,651.1324351,5.9376e-07
651.1393362,5.87e-07,651.1393362,2.89e-06,651.1393362,5.9739e-07
651.1462373,5.91e-07,651.1462373,2.91e-06,651.1462373,6.0105e-07
651.1531384,5.95e-07,651.1531384,2.94e-06,651.1531384,6.0473e-07
651.1600394,5.98e-07,651.1600394,2.96e-06,651.1600394,6.0844e-07
651.1669405,6.02e-07,651.1669405,2.99e-06,651.1669405,6.1217e-07
651.1738416,6.06e-07,651.1738416,3.01e-06,651.1738416,6.1593e-07
651.1807427,6.09e-07,651.1807427,3.04e-06,651.1807427,6.1971e-07
651.1876438,6.13e-07,651.1876438,3.06e-06,651.1876438,6.2352e-07
651.1945449,6.17e-07,651.1945449,3.09e-06,651.1945449,6.2736e-07
651.2014459,6.21e-07,651.2014459,3.11e-06,651.2014459,6.3123e-07
651.208347,6.24e-07,651.208347,3.14e-06,651.208347,6.3512e-07
651.2152481,6.28e-07,651.2152481,3.17e-06,651.2152481,6.3904e-07
651.2221492,6.32e-07,651.2221492,3.19e-06,651.2221492,6.4299e-07
651.2290503,6.36e-07,651.2290503,3.22e-06,651.2290503,6.4697e-07
651.2359514,6.4e-07,651.2359514,3.25e-06,651.2359514,6.5097e-07
651.2428524,6.44e-07,651.2428524,3.28e-06,651.2428524,6.55e-07
651.2497535,6.48e-07,651.2497535,3.3e-06,651.2497535,6.5906e-07
651.2566546,6.52e-07,651.2566546,3.33e-06,651.2566546,6.6315e-07
651.2635557,6.56e-07,651.2635557,3.36e-06,651.2635557,6.6727e-07
651.2704568,6.6e-07,651.2704568,3.39e-06,651.2704568,6.7142e-07
651.2773579,6.64e-07,651.2773579,3.42e-06,651.2773579,6.756e-07
651.284259,6.68e-07,651.284259,3.45e-06,651.284259,6.7981e-07
651.29116,6.72e-07,651.29116,3.48e-06,651.29116,6.8404e-07
651.2980611,6.76e-07,651.2980611,3.51e-06,651.2980611,6.8831e-07
651.3049622,6.81e-07,651.3049622,3.54e-06,651.3049622,6.9261e-07
651.3118633,6.85e-07,651.3118633,3.57e-06,651.3118633,6.9694e-07
651.3187644,6.89e-07,651.3187644,3.6e-06,651.3187644,7.013e-07
651.3256655,6.94e-07,651.3256655,3.63e-06,651.3256655,7.0569e-07
651.3325665,6.98e-07,651.3325665,3.66e-06,651.3325665,7.1011e-07
651.3394676,7.02e-07,651.3394676,3.69e-06,651.3394676,7.1457e-07
651.3463687,7.07e-07,651.3463687,3.72e-06,651.3463687,7.1905e-07
651.3532698,7.11e-07,651.3532698,3.76e-06,651.3532698,7.2357e-07
651.3601709,7.16e-07,651.3601709,3.79e-06,651.3601709,7.2812e-07
651.367072,7.2e-07,651.367072,3.82e-06,651.367072,7.3271e-07
651.3739731,7.25e-07,651.3739731,3.86e-06,651.3739731,7.3732e-07
651.3808741,7.29e-07,651.3808741,3.89e-06,651.3808741,7.4197e-07
651.3877752,7.34e-07,651.3877752,3.92e-06,651.3877752,7.4666e-07
651.3946763,7.38e-07,651.3946763,3.96e-06,651.3946763,7.5138e-07
651.4015774,7.43e-07,651.4015774,3.99e-06,651.4015774,7.5613e-07
651.4084785,7.48e-07,651.4084785,4.03e-06,651.4084785,7.6091e-07
651.4153796,7.52e-07,651.4153796,4.06e-06,651.4153796,7.6573e-07
