lambdacoll,Tcoll,lambda22deg,T22deg,lambda3deg,T3deg
649.0,7.29e-07,649.0,0.0642,649.0,8.13e-07
649.0069011,7.34e-07,649.0069011,0.0646,649.0069011,8.18e-07
649.0138022,7.39e-07,649.0138022,0.0649,649.0138022,8.23e-07
649.0207033,7.43e-07,649.0207033,0.0653,649.0207033,8.2866e-07
649.0276043,7.48e-07,649.0276043,0.0657,649.0276043,8.3408e-07
649.0345054,7.53e-07,649.0345054,0.066,649.0345054,8.3953e-07
649.0414065,7.58e-07,649.0414065,0.0664,649.0414065,8.4503e-07
649.0483076,7.63e-07,649.0483076,0.0668,649.0483076,8.5056e-07
649.0552087,7.67e-07,649.0552087,0.0671,649.0552087,8.5614e-07
649.0621098,7.72e-07,649.0621098,0.0675,649.0621098,8.6176e-07
649.0690108,7.77e-07,649.0690108,0.0678,649.0690108,8.6742e-07
649.0759119,7.82e-07,649.0759119,0.0682,649.0759119,8.7312e-07
649.082813,7.87e-07,649.082813,0.0686,649.082813,8.7887e-07
649.0897141,7.92e-07,649.0897141,0.0689,649.0897141,8.8466e-07
649.0966152,7.97e-07,649.0966152,0.0693,649.0966152,8.905e-07
649.1035163,8.02e-07,649.1035163,0.0696,649.1035163,8.9637e-07
649.1104174,8.08e-07,649.1104174,0.07,649.1104174,9.023e-07
649.1173184,8.13e-07,649.1173184,0.0704,649.1173184,9.0826e-07
649.1242195,8.18e-07,649.1242195,0.0707,649.1242195,9.1428e-07
649.1311206,8.23e-07,649.1311206,0.0711,649.1311206,9.2033e-07
649.1380217,8.29e-07,649.1380217,0.0714,649.1380217,9.2644e-07
649.1449228,8.34e-07,649.1449228,0.0718,649.1449228,9.3259e-07
649.1518239,8.39e-07,649.1518239,0.0721,649.1518239,9.3879e-07
649.1587249,8.45e-07,649.1587249,0.0725,649.1587249,9.4503e-07
649.165626,8.5e-07,649.165626,0.0728,649.165626,9.5132e-07
649.1725271,8.56e-07,649.1725271,0.0731,649.1725271,9.5766e-07
649.1794282,8.61e-07,649.1794282,0.0735,649.1794282,9.6405e-07
649.1863293,8.67e-07,649.1863293,0.0738,649.1863293,9.7049e-07
649.1932304,8.72e-07,649.1932304,0.0742,649.1932304,9.7697e-07
649.2001314,8.78e-07,649.2001314,0.0745,649.2001314,9.8351e-07
649.2070325,8.84e-07,649.2070325,0.0748,649.2070325,9.901e-07
649.2139336,8.9e-07,649.2139336,0.0752,649.2139336,9.9673e-07
649.2208347,8.95e-07,649.2208347,0.0755,649.2208347,1.00342e-06
649.2277358,9.01e-07,649.2277358,0.0759,649.2277358,1.01016e-06
649.2346369,9.07e-07,649.2346369,0.0762,649.2346369,1.01695e-06
649.241538,9.13e-07,649.241538,0.0765,649.241538,1.02379e-06
649.248439,9.19e-07,649.248439,0.0768,649.248439,1.03069e-06
649.2553401,9.25e-07,649.2553401,0.0772,649.2553401,1.03764e-06
649.2622412,9.31e-07,649.2622412,0.0775,649.2622412,1.04464e-06
649.2691423,9.37e-07,649.2691423,0.0778,649.2691423,1.0517e-06
649.2760434,9.43e-07,649.2760434,0.0781,649.2760434,1.05881e-06
649.2829445,9.5e-07,649.2829445,0.0785,649.2829445,1.06597e-06
649.2898455,9.56e-07,649.2898455,0.0788,649.2898455,1.07319e-06
649.2967466,9.62e-07,649.2967466,0.0791,649.2967466,1.08047e-06
649.3036477,9.68e-07,649.3036477,0.0794,649.3036477,1.08781e-06
649.3105488,9.75e-07,649.3105488,0.0798,649.3105488,1.0952e-06
649.3174499,9.81e-07,649.3174499,0.0801,649.3174499,1.10265e-06
649.324351,9.88e-07,649.324351,0.0804,649.324351,1.11015e-06
649.3312521,9.94e-07,649.3312521,0.0807,649.3312521,1.11772e-06
649.3381531,1e-06,649.3381531,0.081,649.3381531,1.12534e-06
649.3450542,1.01e-06,649.3450542,0.0814,649.3450542,1.13303e-06
649.3519553,1.01e-06,649.3519553,0.0817,649.3519553,1.14077e-06
649.3588564,1.02e-06,649.3588564,0.082,649.3588564,1.14857e-06
649.3657575,1.03e-06,649.3657575,0.0823,649.3657575,1.15644e-06
649.3726586,1.03e-06,649.3726586,0.0826,649.3726586,1.16437e-06
649.3795596,1.04e-06,649.3795596,0.0829,649.3795596,1.17236e-06
649.3864607,1.05e-06,649.3864607,0.0833,649.3864607,1.18041e-06
649.3933618,1.06e-06,649.3933618,0.0836,649.3933618,1.18852e-06
649.4002629,1.06e-06,649.4002629,0.0839,649.4002629,1.1967e-06
649.407164,1.07e-06,649.407164,0.0842,649.407164,1.20495e-06
649.4140651,1.08e-06,649.4140651,0.0845,649.4140651,1.21325e-06
649.4209662,1.08e-06,649.4209662,0.0849,649.4209662,1.22163e-06
649.4278672,1.09e-06,649.4278672,0.0852,649.4278672,1.23007e-06
649.4347683,1.1e-06,649.4347683,0.0855,649.4347683,1.23857e-06
649.4416694,1.11e-06,649.4416694,0.0858,649.4416694,1.24715e-06
649.4485705,1.11e-06,649.4485705,0.0862,649.4485705,1.25579e-06
649.4554716,1.12e-06,649.4554716,0.0865,649.4554716,1.2645e-06
649.4623727,1.13e-06,649.4623727,0.0868,649.4623727,1.27328e-06
649.4692737,1.14e-06,649.4692737,0.0871,649.4692737,1.28213e-06
649.4761748,1.14e-06,649.4761748,0.0875,649.4761748,1.29105e-06
649.4830759,1.15e-06,649.4830759,0.0878,649.4830759,1.30004e-06
649.489977,1.16e-06,649.489977,0.0881,649.489977,1.3091e-06
649.4968781,1.17e-06,649.4968781,0.0885,649.4968781,1.31824e-06
649.5037792,1.17e-06,649.5037792,0.0888,649.5037792,1.32744e-06
649.5106802,1.18e-06,649.5106802,0.0891,649.5106802,1.33673e-06
649.5175813,1.19e-06,649.5175813,0.0895,649.5175813,1.34608e-06
649.5244824,1.2e-06,649.5244824,0.0898,649.5244824,1.35551e-06
649.5313835,1.21e-06,649.5313835,0.0902,649.5313835,1.36502e-06
649.5382846,1.22e-06,649.5382846,0.0905,649.5382846,1.3746e-06
649.5451857,1.22e-06,649.5451857,0.0908,649.5451857,1.38426e-06
649.5520868,1.23e-06,649.5520868,0.0912,649.5520868,1.39399e-06
649.5589878,1.24e-06,649.5589878,0.0915,649.5589878,1.40381e-06
649.5658889,1.25e-06,649.5658889,0.0919,649.5658889,1.4137e-06
649.57279,1.26e-06,649.57279,0.0922,649.57279,1.42368e-06
649.5796911,1.27e-06,649.5796911,0.0926,649.5796911,1.43373e-06
649.5865922,1.27e-06,649.5865922,0.093,649.5865922,1.44387e-06
649.5934933,1.28e-06,649.5934933,0.0933,649.5934933,1.45408e-06
649.6003943,1.29e-06,649.6003943,0.0937,649.6003943,1.46438e-06
649.6072954,1.3e-06,649.6072954,0.094,649.6072954,1.47477e-06
649.6141965,1.31e-06,649.6141965,0.0944,649.6141965,1.48523e-06
649.6210976,1.32e-06,649.6210976,0.0948,649.6210976,1.49579e-06
649.6279987,1.33e-06,649.6279987,0.0951,649.6279987,1.50642e-06
649.6348998,1.34e-06,649.6348998,0.0955,649.6348998,1.51715e-06
649.6418009,1.35e-06,649.6418009,0.0958,649.6418009,1.52796e-06
649.6487019,1.36e-06,649.6487019,0.0962,649.6487019,1.53886e-06
649.655603,1.37e-06,649.655603,0.0966,649.655603,1.54985e-06
649.6625041,1.37e-06,649.6625041,0.0969,649.6625041,1.56093e-06
649.6694052,1.38e-06,649.6694052,0.0973,649.6694052,1.5721e-06
649.6763063,1.39e-06,649.6763063,0.0977,649.6763063,1.58336e-06
649.6832074,1.4e-06,649.6832074,0.098,649.6832074,1.59471e-06
649.6901084,1.41e-06,649.6901084,0.0984,649.6901084,1.60616e-06
649.6970095,1.42e-06,649.6970095,0.0988,649.6970095,1.6177e-06
649.7039106,1.43e-06,649.7039106,0.0991,649.7039106,1.62933e-06
649.7108117,1.44e-06,649.7108117,0.0995,649.7108117,1.64106e-06
649.7177128,1.45e-06,649.7177128,0.0999,649.7177128,1.65289e-06
649.7246139,1.46e-06,649.7246139,0.1,649.7246139,1.66481e-06
649.731515,1.47e-06,649.731515,0.101,649.731515,1.67683e-06
649.738416,1.48e-06,649.738416,0.101,649.738416,1.68896e-06
649.7453171,1.49e-06,649.7453171,0.101,649.7453171,1.70118e-06
649.7522182,1.5e-06,649.7522182,0.102,649.7522182,1.7135e-06
649.7591193,1.52e-06,649.7591193,0.102,649.7591193,1.72592e-06
649.7660204,1.53e-06,649.7660204,0.102,649.7660204,1.73845e-06
649.7729215,1.54e-06,649.7729215,0.103,649.7729215,1.75108e-06
649.7798225,1.55e-06,649.7798225,0.103,649.7798225,1.76382e-06
649.7867236,1.56e-06,649.7867236,0.103,649.7867236,1.77666e-06
649.7936247,1.57e-06,649.7936247,0.104,649.7936247,1.78961e-06
649.8005258,1.58e-06,649.8005258,0.104,649.8005258,1.80267e-06
649.8074269,1.59e-06,649.8074269,0.105,649.8074269,1.81584e-06
649.814328,1.6e-06,649.814328,0.105,649.814328,1.82911e-06
649.8212291,1.61e-06,649.8212291,0.105,649.8212291,1.8425e-06
649.8281301,1.63e-06,649.8281301,0.106,649.8281301,1.856e-06
649.8350312,1.64e-06,649.8350312,0.106,649.8350312,1.86961e-06
649.8419323,1.65e-06,649.8419323,0.106,649.8419323,1.88334e-06
649.8488334,1.66e-06,649.8488334,0.107,649.8488334,1.89718e-06
649.8557345,1.67e-06,649.8557345,0.107,649.8557345,1.91114e-06
649.8626356,1.68e-06,649.8626356,0.107,649.8626356,1.92521e-06
649.8695366,1.7e-06,649.8695366,0.108,649.8695366,1.9394e-06
649.8764377,1.71e-06,649.8764377,0.108,649.8764377,1.95372e-06
649.8833388,1.72e-06,649.8833388,0.108,649.8833388,1.96815e-06
649.8902399,1.73e-06,649.8902399,0.109,649.8902399,1.9827e-06
649.897141,1.74e-06,649.897141,0.109,649.897141,1.99738e-06
649.9040421,1.76e-06,649.9040421,0.109,649.9040421,2.01219e-06
649.9109431,1.77e-06,649.9109431,0.11,649.9109431,2.02711e-06
649.9178442,1.78e-06,649.9178442,0.11,649.9178442,2.04217e-06
649.9247453,1.8e-06,649.9247453,0.11,649.9247453,2.05735e-06
649.9316464,1.81e-06,649.9316464,0.111,649.9316464,2.07266e-06
649.9385475,1.82e-06,649.9385475,0.111,649.9385475,2.0881e-06
649.9454486,1.83e-06,649.9454486,0.111,649.9454486,2.10367e-06
649.9523497,1.85e-06,649.9523497,0.112,649.9523497,2.11938e-06
649.9592507,1.86e-06,649.9592507,0.112,649.9592507,2.13522e-06
649.9661518,1.87e-06,649.9661518,0.112,649.9661518,2.15119e-06
649.9730529,1.89e-06,649.9730529,0.113,649.9730529,2.1673e-06
649.979954,1.9e-06,649.979954,0.113,649.979954,2.18355e-06
649.9868551,1.92e-06,649.9868551,0.113,649.9868551,2.19994e-06
649.9937562,1.93e-06,649.9937562,0.114,649.9937562,2.21647e-06
650.0006572,1.94e-06,650.0006572,0.114,650.0006572,2.23314e-06
650.0075583,1.96e-06,650.0075583,0.114,650.0075583,2.24995e-06
650.0144594,1.97e-06,650.0144594,0.115,650.0144594,2.26691e-06
650.0213605,1.99e-06,650.0213605,0.115,650.0213605,2.28401e-06
650.0282616,2e-06,650.0282616,0.115,650.0282616,2.30126e-06
650.0351627,2.02e-06,650.0351627,0.116,650.0351627,2.31866e-06
650.0420638,2.03e-06,650.0420638,0.116,650.0420638,2.33621e-06
650.0489648,2.05e-06,650.0489648,0.116,650.0489648,2.35391e-06
650.0558659,2.06e-06,650.0558659,0.117,650.0558659,2.37177e-06
650.062767,2.08e-06,650.062767,0.117,650.062767,2.38978e-06
650.0696681,2.09e-06,650.0696681,0.117,650.0696681,2.40794e-06
650.0765692,2.11e-06,650.0765692,0.118,650.0765692,2.42627e-06
650.0834703,2.12e-06,650.0834703,0.118,650.0834703,2.44475e-06
650.0903713,2.14e-06,650.0903713,0.118,650.0903713,2.46339e-06
650.0972724,2.15e-06,650.0972724,0.119,650.0972724,2.4822e-06
650.1041735,2.17e-06,650.1041735,0.119,650.1041735,2.50117e-06
650.1110746,2.18e-06,650.1110746,0.12,650.1110746,2.52031e-06
650.1179757,2.2e-06,650.1179757,0.12,650.1179757,2.53961e-06
650.1248768,2.22e-06,650.1248768,0.12,650.1248768,2.55908e-06
650.1317779,2.23e-06,650.1317779,0.121,650.1317779,2.57872e-06
650.1386789,2.25e-06,650.1386789,0.121,650.1386789,2.59853e-06
650.14558,2.27e-06,650.14558,0.121,650.14558,2.61852e-06
650.1524811,2.28e-06,650.1524811,0.122,650.1524811,2.63869e-06
650.1593822,2.3e-06,650.1593822,0.122,650.1593822,2.65903e-06
650.1662833,2.32e-06,650.1662833,0.122,650.1662833,2.67955e-06
650.1731844,2.33e-06,650.1731844,0.123,650.1731844,2.70025e-06
650.1800854,2.35e-06,650.1800854,0.123,650.1800854,2.72113e-06
650.1869865,2.37e-06,650.1869865,0.123,650.1869865,2.7422e-06
650.1938876,2.39e-06,650.1938876,0.124,650.1938876,2.76345e-06
650.2007887,2.41e-06,650.2007887,0.124,650.2007887,2.78489e-06
650.2076898,2.42e-06,650.2076898,0.124,650.2076898,2.80652e-06
650.2145909,2.44e-06,650.2145909,0.125,650.2145909,2.82834e-06
650.2214919,2.46e-06,650.2214919,0.125,650.2214919,2.85036e-06
650.228393,2.48e-06,650.228393,0.126,650.228393,2.87257e-06
650.2352941,2.5e-06,650.2352941,0.126,650.2352941,2.89498e-06
650.2421952,2.52e-06,650.2421952,0.126,650.2421952,2.91759e-06
650.2490963,2.53e-06,650.2490963,0.127,650.2490963,2.94041e-06
650.2559974,2.55e-06,650.2559974,0.127,650.2559974,2.96342e-06
650.2628985,2.57e-06,650.2628985,0.127,650.2628985,2.98664e-06
650.2697995,2.59e-06,650.2697995,0.128,650.2697995,3.01007e-06
650.2767006,2.61e-06,650.2767006,0.128,650.2767006,3.03371e-06
650.2836017,2.63e-06,650.2836017,0.128,650.2836017,3.05756e-06
650.2905028,2.65e-06,650.2905028,0.129,650.2905028,3.08162e-06
650.2974039,2.67e-06,650.2974039,0.129,650.2974039,3.1059e-06
650.304305,2.69e-06,650.304305,0.13,650.304305,3.1304e-06
650.311206,2.71e-06,650.311206,0.13,650.311206,3.15512e-06
650.3181071,2.73e-06,650.3181071,0.13,650.3181071,3.18006e-06
650.3250082,2.75e-06,650.3250082,0.131,650.3250082,3.20522e-06
650.3319093,2.78e-06,650.3319093,0.131,650.3319093,3.23062e-06
650.3388104,2.8e-06,650.3388104,0.131,650.3388104,3.25624e-06
650.3457115,2.82e-06,650.3457115,0.132,650.3457115,3.2821e-06
650.3526126,2.84e-06,650.3526126,0.132,650.3526126,3.30819e-06
650.3595136,2.86e-06,650.3595136,0.132,650.3595136,3.33451e-06
650.3664147,2.88e-06,650.3664147,0.133,650.3664147,3.36108e-06
650.3733158,2.91e-06,650.3733158,0.133,650.3733158,3.38788e-06
650.3802169,2.93e-06,650.3802169,0.133,650.3802169,3.41493e-06
650.387118,2.95e-06,650.387118,0.134,650.387118,3.44223e-06
650.3940191,2.97e-06,650.3940191,0.134,650.3940191,3.46978e-06
650.4009201,3e-06,650.4009201,0.135,650.4009201,3.49757e-06
650.4078212,3.02e-06,650.4078212,0.135,650.4078212,3.52563e-06
650.4147223,3.04e-06,650.4147223,0.135,650.4147223,3.55394e-06
650.4216234,3.07e-06,650.4216234,0.136,650.4216234,3.5825e-06
650.4285245,3.09e-06,650.4285245,0.136,650.4285245,3.61133e-06
650.4354256,3.11e-06,650.4354256,0.136,650.4354256,3.64043e-06
650.4423267,3.14e-06,650.4423267,0.137,650.4423267,3.66979e-06
650.4492277,3.16e-06,650.4492277,0.137,650.4492277,3.69942e-06
650.4561288,3.19e-06,650.4561288,0.137,650.4561288,3.72933e-06
650.4630299,3.21e-06,650.4630299,0.137,650.4630299,3.75951e-06
650.469931,3.24e-06,650.469931,0.138,650.469931,3.78997e-06
650.4768321,3.26e-06,650.4768321,0.138,650.4768321,3.82071e-06
650.4837332,3.29e-06,650.4837332,0.138,650.4837332,3.85173e-06
650.4906342,3.31e-06,650.4906342,0.139,650.4906342,3.88305e-06
650.4975353,3.34e-06,650.4975353,0.139,650.4975353,3.91465e-06
650.5044364,3.36e-06,650.5044364,0.139,650.5044364,3.94655e-06
650.5113375,3.39e-06,650.5113375,0.14,650.5113375,3.97874e-06
650.5182386,3.42e-06,650.5182386,0.14,650.5182386,4.01123e-06
650.5251397,3.44e-06,650.5251397,0.14,650.5251397,4.04403e-06
650.5320407,3.47e-06,650.5320407,0.14,650.5320407,4.07713e-06
650.5389418,3.5e-06,650.5389418,0.141,650.5389418,4.11054e-06
650.5458429,3.53e-06,650.5458429,0.141,650.5458429,4.14426e-06
650.552744,3.55e-06,650.552744,0.141,650.552744,4.1783e-06
650.5596451,3.58e-06,650.5596451,0.142,650.5596451,4.21266e-06
650.5665462,3.61e-06,650.5665462,0.142,650.5665462,4.24734e-06
650.5734473,3.64e-06,650.5734473,0.142,650.5734473,4.28234e-06
650.5803483,3.67e-06,650.5803483,0.142,650.5803483,4.31768e-06
650.5872494,3.7e-06,650.5872494,0.143,650.5872494,4.35335e-06
650.5941505,3.73e-06,650.5941505,0.143,650.5941505,4.38935e-06
650.6010516,3.76e-06,650.6010516,0.143,650.6010516,4.42569e-06
650.6079527,3.79e-06,650.6079527,0.143,650.6079527,4.46238e-06
650.6148538,3.82e-06,650.6148538,0.144,650.6148538,4.49941e-06
650.6217548,3.85e-06,650.6217548,0.144,650.6217548,4.53679e-06
650.6286559,3.88e-06,650.6286559,0.144,650.6286559,4.57453e-06
650.635557,3.91e-06,650.635557,0.144,650.635557,4.61262e-06
650.6424581,3.94e-06,650.6424581,0.145,650.6424581,4.65108e-06
650.6493592,3.97e-06,650.6493592,0.145,650.6493592,4.6899e-06
650.6562603,4e-06,650.6562603,0.145,650.6562603,4.7291e-06
650.6631614,4.04e-06,650.6631614,0.145,650.6631614,4.76866e-06
650.6700624,4.07e-06,650.6700624,0.145,650.6700624,4.80861e-06
650.6769635,4.1e-06,650.6769635,0.146,650.6769635,4.84893e-06
650.6838646,4.13e-06,650.6838646,0.146,650.6838646,4.88964e-06
650.6907657,4.17e-06,650.6907657,0.146,650.6907657,4.93074e-06
650.6976668,4.2e-06,650.6976668,0.146,650.6976668,4.97224e-06
650.7045679,4.23e-06,650.7045679,0.146,650.7045679,5.01413e-06
650.7114689,4.27e-06,650.7114689,0.147,650.7114689,5.05642e-06
650.71837,4.3e-06,650.71837,0.147,650.71837,5.09913e-06
650.7252711,4.34e-06,650.7252711,0.147,650.7252711,5.14224e-06
650.7321722,4.37e-06,650.7321722,0.147,650.7321722,5.18577e-06
650.7390733,4.41e-06,650.7390733,0.147,650.7390733,5.22972e-06
650.7459744,4.44e-06,650.7459744,0.147,650.7459744,5.27409e-06
650.7528755,4.48e-06,650.7528755,0.148,650.7528755,5.31889e-06
650.7597765,4.52e-06,650.7597765,0.148,650.7597765,5.36413e-06
650.7666776,4.55e-06,650.7666776,0.148,650.7666776,5.4098e-06
650.7735787,4.59e-06,650.7735787,0.148,650.7735787,5.45592e-06
650.7804798,4.63e-06,650.7804798,0.148,650.7804798,5.50249e-06
650.7873809,4.67e-06,650.7873809,0.148,650.7873809,5.54951e-06
650.794282,4.7e-06,650.794282,0.148,650.794282,5.59699e-06
650.801183,4.74e-06,650.801183,0.149,650.801183,5.64493e-06
650.8080841,4.78e-06,650.8080841,0.149,650.8080841,5.69334e-06
650.8149852,4.82e-06,650.8149852,0.149,650.8149852,5.74223e-06
650.8218863,4.86e-06,650.8218863,0.149,650.8218863,5.79159e-06
650.8287874,4.9e-06,650.8287874,0.149,650.8287874,5.84143e-06
650.8356885,4.94e-06,650.8356885,0.149,650.8356885,5.89177e-06
650.8425895,4.98e-06,650.8425895,0.149,650.8425895,5.9426e-06
650.8494906,5.02e-06,650.8494906,0.15,650.8494906,5.99393e-06
650.8563917,5.07e-06,650.8563917,0.15,650.8563917,6.04576e-06
650.8632928,5.11e-06,650.8632928,0.15,650.8632928,6.09811e-06
650.8701939,5.15e-06,650.8701939,0.15,650.8701939,6.15097e-06
650.877095,5.19e-06,650.877095,0.15,650.877095,6.20435e-06
650.8839961,5.24e-06,650.8839961,0.15,650.8839961,6.25827e-06
650.8908971,5.28e-06,650.8908971,0.15,650.8908971,6.31271e-06
650.8977982,5.32e-06,650.8977982,0.15,650.8977982,6.3677e-06
650.9046993,5.37e-06,650.9046993,0.15,650.9046993,6.42323e-06
650.9116004,5.41e-06,650.9116004,0.151,650.9116004,6.47932e-06
650.9185015,5.46e-06,650.9185015,0.151,650.9185015,6.53596e-06
650.9254026,5.5e-06,650.9254026,0.151,650.9254026,6.59317e-06
650.9323036,5.55e-06,650.9323036,0.151,650.9323036,6.65095e-06
650.9392047,5.6e-06,650.9392047,0.151,650.9392047,6.7093e-06
650.9461058,5.64e-06,650.9461058,0.151,650.9461058,6.76824e-06
650.9530069,5.69e-06,650.9530069,0.151,650.9530069,6.82777e-06
650.959908,5.74e-06,650.959908,0.151,650.959908,6.8879e-06
650.9668091,5.79e-06,650.9668091,0.151,650.9668091,6.94863e-06
650.9737102,5.84e-06,650.9737102,0.151,650.9737102,7.00997e-06
650.9806112,5.89e-06,650.9806112,0.152,650.9806112,7.07193e-06
650.9875123,5.94e-06,650.9875123,0.152,650.9875123,7.13451e-06
650.9944134,5.99e-06,650.9944134,0.152,650.9944134,7.19772e-06
651.0013145,6.04e-06,651.0013145,0.152,651.0013145,7.26157e-06
651.0082156,6.09e-06,651.0082156,0.152,651.0082156,7.32607e-06
651.0151167,6.14e-06,651.0151167,0.152,651.0151167,7.39122e-06
651.0220177,6.19e-06,651.0220177,0.152,651.0220177,7.45703e-06
651.0289188,6.24e-06,651.0289188,0.152,651.0289188,7.52351e-06
651.0358199,6.3e-06,651.0358199,0.152,651.0358199,7.59066e-06
651.042721,6.35e-06,651.042721,0.152,651.042721,7.6585e-06
651.0496221,6.41e-06,651.0496221,0.152,651.0496221,7.72702e-06
651.0565232,6.46e-06,651.0565232,0.153,651.0565232,7.79625e-06
651.0634243,6.52e-06,651.0634243,0.153,651.0634243,7.86618e-06
651.0703253,6.57e-06,651.0703253,0.153,651.0703253,7.93683e-06
651.0772264,6.63e-06,651.0772264,0.153,651.0772264,8.0082e-06
651.0841275,6.68e-06,651.0841275,0.153,651.0841275,8.08031e-06
651.0910286,6.74e-06,651.0910286,0.153,651.0910286,8.15315e-06
651.0979297,6.8e-06,651.0979297,0.153,651.0979297,8.22674e-06
651.1048308,6.86e-06,651.1048308,0.153,651.1048308,8.30109e-06
651.1117318,6.92e-06,651.1117318,0.153,651.1117318,8.3762e-06
651.1186329,6.98e-06,651.1186329,0.153,651.1186329,8.45209e-06
651.125534,7.04e-06,651.125534,0.154,651.125534,8.52876e-06
651.1324351,7.1e-06,651.1324351,0.154,651.1324351,8.60623e-06
651.1393362,7.16e-06,651.1393362,0.154,651.1393362,8.68449e-06
651.1462373,7.22e-06,651.1462373,0.154,651.1462373,8.76357e-06
651.1531384,7.29e-06,651.1531384,0.154,651.1531384,8.84347e-06
651.1600394,7.35e-06,651.1600394,0.154,651.1600394,8.9242e-06
651.1669405,7.41e-06,651.1669405,0.154,651.1669405,9.00577e-06
651.1738416,7.48e-06,651.1738416,0.154,651.1738416,9.08818e-06
651.1807427,7.54e-06,651.1807427,0.154,651.1807427,9.17146e-06
651.1876438,7.61e-06,651.1876438,0.154,651.1876438,9.25561e-06
651.1945449,7.68e-06,651.1945449,0.154,651.1945449,9.34063e-06
651.2014459,7.74e-06,651.2014459,0.155,651.2014459,9.42655e-06
651.208347,7.81e-06,651.208347,0.155,651.208347,9.51337e-06
651.2152481,7.88e-06,651.2152481,0.155,651.2152481,9.6011e-06
651.2221492,7.95e-06,651.2221492,0.155,651.2221492,9.68975e-06
651.2290503,8.02e-06,651.2290503,0.155,651.2290503,9.77933e-06
651.2359514,8.09e-06,651.2359514,0.155,651.2359514,9.86986e-06
651.2428524,8.16e-06,651.2428524,0.155,651.2428524,9.96134e-06
651.2497535,8.23e-06,651.2497535,0.155,651.2497535,1.00538e-05
651.2566546,8.31e-06,651.2566546,0.155,651.2566546,1.01472e-05
651.2635557,8.38e-06,651.2635557,0.155,651.2635557,1.02416e-05
651.2704568,8.45e-06,651.2704568,0.156,651.2704568,1.0337e-05
651.2773579,8.53e-06,651.2773579,0.156,651.2773579,1.04335e-05
651.284259,8.6e-06,651.284259,0.156,651.284259,1.05309e-05
651.29116,8.68e-06,651.29116,0.156,651.29116,1.06294e-05
651.2980611,8.76e-06,651.2980611,0.156,651.2980611,1.0729e-05
651.3049622,8.84e-06,651.3049622,0.156,651.3049622,1.08296e-05
651.3118633,8.92e-06,651.3118633,0.156,651.3118633,1.09312e-05
651.3187644,9e-06,651.3187644,0.156,651.3187644,1.1034e-05
651.3256655,9.08e-06,651.3256655,0.156,651.3256655,1.11379e-05
651.3325665,9.16e-06,651.3325665,0.156,651.3325665,1.12428e-05
651.3394676,9.24e-06,651.3394676,0.157,651.3394676,1.1349e-05
651.3463687,9.32e-06,651.3463687,0.157,651.3463687,1.14562e-05
651.3532698,9.41e-06,651.3532698,0.157,651.3532698,1.15646e-05
651.3601709,9.49e-06,651.3601709,0.157,651.3601709,1.16742e-05
651.367072,9.58e-06,651.367072,0.157,651.367072,1.17849e-05
651.3739731,9.66e-06,651.3739731,0.157,651.3739731,1.18969e-05
651.3808741,9.75e-06,651.3808741,0.157,651.3808741,1.201e-05
651.3877752,9.84e-06,651.3877752,0.157,651.3877752,1.21244e-05
651.3946763,9.93e-06,651.3946763,0.157,651.3946763,1.22401e-05
651.4015774,1e-05,651.4015774,0.157,651.4015774,1.23569e-05
651.4084785,1.01e-05,651.4084785,0.157,651.4084785,1.24751e-05
651.4153796,1.02e-05,651.4153796,0.158,651.4153796,1.25946e-05
651.4222806,1.03e-05,651.4222806,0.158,651.4222806,1.27153e-05
651.4291817,1.04e-05,651.4291817,0.158,651.4291817,1.28374e-05
651.4360828,1.05e-05,651.4360828,0.158,651.4360828,1.29608e-05
651.4429839,1.06e-05,651.4429839,0.158,651.4429839,1.30855e-05
651.449885,1.07e-05,651.449885,0.158,651.449885,1.32116e-05
651.4567861,1.08e-05,651.4567861,0.158,651.4567861,1.33392e-05
651.4636872,1.09e-05,651.4636872,0.158,651.4636872,1.34681e-05
651.4705882,1.1e-05,651.4705882,0.158,651.4705882,1.35984e-05
651.4774893,1.11e-05,651.4774893,0.158,651.4774893,1.37302e-05
651.4843904,1.12e-05,651.4843904,0.158,651.4843904,1.38634e-05
651.4912915,1.13e-05,651.4912915,0.158,651.4912915,1.39981e-05
651.4981926,1.14e-05,651.4981926,0.158,651.4981926,1.41343e-05
651.5050937,1.15e-05,651.5050937,0.158,651.5050937,1.42719e-05
651.5119947,1.16e-05,651.5119947,0.158,651.5119947,1.44112e-05
651.5188958,1.17e-05,651.5188958,0.159,651.5188958,1.45519e-05
651.5257969,1.18e-05,651.5257969,0.159,651.5257969,1.46943e-05
651.532698,1.19e-05,651.532698,0.159,651.532698,1.48382e-05
651.5395991,1.2e-05,651.5395991,0.159,651.5395991,1.49837e-05
651.5465002,1.21e-05,651.5465002,0.159,651.5465002,1.51309e-05
651.5534012,1.23e-05,651.5534012,0.159,651.5534012,1.52797e-05
651.5603023,1.24e-05,651.5603023,0.159,651.5603023,1.54301e-05
651.5672034,1.25e-05,651.5672034,0.159,651.5672034,1.55823e-05
651.5741045,1.26e-05,651.5741045,0.159,651.5741045,1.57361e-05
651.5810056,1.27e-05,651.5810056,0.159,651.5810056,1.58917e-05
651.5879067,1.28e-05,651.5879067,0.159,651.5879067,1.60491e-05
651.5948078,1.3e-05,651.5948078,0.159,651.5948078,1.62082e-05
651.6017088,1.31e-05,651.6017088,0.159,651.6017088,1.63691e-05
